,nsf_proposal_links_v1,title,synopsis
237,https://www.nsf.gov/pubs/2009/nsf09552/nsf09552.htm,Geobiology and Low-Temperature Geochemistry,"The Geobiology and Low-Temperature Geochemistry Program supports research on 1) the interactions between biological and geological systems at all scales of space and time; 2) geomicrobiology and biomineralization processes; 3) the role of life in the transformation and evolution of the Earth's geochemical cycles; 4) inorganic and organic geochemical processes occurring at or near the Earth's surface now and in the past, and at the broad spectrum of interfaces ranging in scale from planetary and regional to mineral-surface and supramolecular; 5) mineralogy and chemistry of soils and sediments; 6) surficial chemical and biogeochemical systems and cycles and their modification through natural and anthropogenic change; and 7) development of tools, methods, and models for low-temperature geochemistry and geobiological research - such as those emerging from molecular biology - in the study of the terrestrial environment."
235,https://www.nsf.gov/pubs/2009/nsf09539/nsf09539.htm,Geophysics,"The Geophysics Program supports basic research in the physics of the solid earth to explore its composition, structure, and processes. Laboratory, field, theoretical, and computational studies are supported. Topics include seismicity, seismic wave propagation, and the nature and occurrence of earthquakes; the earth's magnetic, gravity, and electrical fields; the earth's thermal structure; and geodynamics. Supported research also includes geophysical studies of active deformation, including geodesy, and studies of the properties and behavior of earth materials in support of geophysical observation and theory."
91,https://www.nsf.gov/pubs/2009/nsf09538/nsf09538.htm,Hydrologic Sciences (nsf09538),"Hydrologic Sciences focuses on the flow of water and transport processes within streams, soils, and"
247,https://www.nsf.gov/pubs/2008/nsf08610/nsf08610.htm,"Innovations in Engineering Education, Curriculum, and Infrastructure","The Innovations in Engineering Education, Curriculum, and Infrastructure (IEECI) program supports research which addresses four aspects of engineering education: (1) how students best learn the ideas, principles, and practices to become creative and innovative engineers, and how this learning is measured (2) how application of cyberlearning resources of networked computing and communication, interactive visualization capabilities, and well designed user interfaces can be used to develop easily transportable tools and systems with low barriers to adoption which significantly improve learning, (3) integration of sustainability into engineering education, and (4) future directions of U.S. engineering doctoral programs."
43,https://www.nsf.gov/pubs/2008/nsf08593/nsf08593.htm,Graduate Research Fellowship Program,"The National Science Foundation aims to ensure the vitality of the human resource base of science, technology, engineering, and mathematics in the United States and to reinforce its diversity by offering approximately 900-1,600 graduate fellowships in this competition pending availability of funds. The Graduate Research Fellowship provides three years of support for graduate study leading to research-based master’s or doctoral degrees and is intended for students who are in the early stages of their graduate study. The Graduate Research Fellowship Program (GRFP) invests in graduate education for a cadre of diverse individuals who demonstrate their potential to successfully complete graduate degree programs in disciplines relevant to the mission of the National Science Foundation."
290,https://www.nsf.gov/pubs/2008/nsf08553/nsf08553.htm,"Science, Technology, and Society (STS) (nsf08553)","STS considers proposals that examine historical, philosophical, and sociological questions that"
242,https://www.nsf.gov/pubs/2008/nsf08538/nsf08538.htm,Computer Systems Research,"Computer systems are being applied to increasingly demanding applications. The environments in which they function and the resources they manage are increasingly diverse, distributed and dynamic. While the time scales for control decisions are shrinking, the scale and complexity of the systems are increasing.  Further, many of the assumptions behind today’s most common computer systems no longer hold. As a result, these systems often fail in unpredictable ways, become compromised or perform poorly.  Accordingly, the frontiers of computer systems research must be moved forward, and new bold research directions must be established to draw upon interdisciplinary research capabilities across science and engineering."
409,https://www.nsf.gov/pubs/2007/nsf07592/nsf07592.htm,Expeditions in Computing,"The far-reaching impact and rate of innovation in the computing and information disciplines has been remarkable, generating economic prosperity and enhancing the quality of life for people throughout the world.  But the best is yet to come!"
86,https://www.nsf.gov/pubs/2007/nsf07590/nsf07590.htm,Center for the Environmental Implications of Nanotechnology,"This solicitation requests proposals to create a national Center to conduct fundamental research and education on the implications of nanotechnology for the environment and living systems at all scales. The Center will address interactions of naturally derived, incidental and engineered nanoparticles and nanostructured materials, devices and systems (herein called “nanomaterials”) with the living world. Essential elements of this Center will include understanding the interactions of nanomaterials with organisms, cellular constituents, metabolic networks and living tissues; understanding environmental exposure and bioaccumulation and their effects on living systems; and determining the biological impacts of nanomaterials dispersed in the environment. Additional elements of the Center may include the development of methods and instrumentation for the detection and characterization of nanomaterials. For the purpose of this solicitation, nanomaterials have at least one dimension with a length of approximately 1 to 100 nm."
434,https://www.nsf.gov/pubs/2007/nsf07579/nsf07579.htm,Emerging Frontiers in Research and Innovation 2008,"The Directorate for Engineering at the National Science Foundation has established the Office of Emerging Frontiers in Research and Innovation (EFRI) to serve a critical role in focusing on important emerging areas in a timely manner. The EFRI Office is launching a new funding opportunity for interdisciplinary teams of researchers to embark on rapidly advancing frontiers of fundamental engineering research. For this solicitation, we will consider proposals that aim to investigate emerging frontiers in the following two specific research areas: (1) Cognitive Optimization and Prediction: From Neural Systems to Neurotechnology (COPN), and (2) Resilient and Sustainable Infrastructures (RESIN).  EFRI seeks proposals with transformative ideas that represent an opportunity for a significant shift in fundamental engineering knowledge with a strong potential for long term impact on national needs or a grand challenge. The proposals must also meet the detailed requirements delineated in this solicitation."
146,https://www.nsf.gov/pubs/2007/nsf07556/nsf07556.htm,Advancing Theory in Biology,"The Biological Sciences Directorate invites submission of proposals that advance our conceptual and theoretical understanding of the dynamics of living systems. The emergence of complex biological phenomena from dynamic interactions among less complex elements is a central theme in modern biology, and it permeates inquiries at all levels of biological organization from macromolecules to ecosystems. Such interactions are typically non-linear, distributed, and often span many levels of biological organization. These properties limit the understanding that can be gained by traditional experimental analyses.  The program is designed to develop new conceptualizations and theoretical approaches to identify fundamental principles that traverse levels of biological complexity.  Proposals may vary in size (up to $250,000 per year) and duration (up to three years), in the number of investigators involved, and in the nature of collaborations."
332,https://www.nsf.gov/pubs/2007/nsf07543/nsf07543.htm,"Course, Curriculum, and Laboratory Improvement","The Course, Curriculum, and Laboratory Improvement (CCLI) program seeks to improve the quality of science, technology, engineering, and mathematics (STEM) education for all undergraduate students. The program supports efforts to create new learning materials and teaching strategies, develop faculty expertise, implement educational innovations, assess learning and evaluate innovations, and conduct research on STEM teaching and learning. The program supports three types of projects representing three different phases of development, ranging from small, exploratory investigations to large, comprehensive projects."
38,https://www.nsf.gov/pubs/2007/nsf07534/nsf07534.htm,Mathematical Sciences: Innovations at the Interface with Computer Sciences (MSPA-MCS),This solicitation describes the opportunities available for support through the Foundation’s Mathematical Sciences Priority Area in the following category:
305,https://www.nsf.gov/pubs/2007/nsf07529/nsf07529.htm,Robert Noyce Scholarship Program,"The Robert Noyce Scholarship program seeks to encourage talented science, technology, engineering, and mathematics majors and professionals to become K-12 mathematics and science teachers. The program provides funds to institutions of higher education to support scholarships, stipends, and programs for students who commit to teaching in high-need K-12 school districts."
312,https://www.nsf.gov/pubs/2007/nsf07517/nsf07517.htm,Cooperative Activities in Chemistry between U.S. and German Investigators,"The National Science Foundation (NSF) and the Deutsche Forschungsgemeinschaft (DFG; German Research Foundation), which are counterpart national funding organizations in the U.S. and Germany, respectively, seek to enhance opportunities for collaborative activities in chemistry between U.S. and German investigators. The NSF and DFG will accept collaborative research proposals that establish new cooperation between principal investigators from the U.S. and Germany. Projects must have clear relevance to areas supported by both NSF's Division of Chemistry and DFG's Division of Chemistry and Process Engineering. There are no new funds available for support of these projects. They will compete with unsolicited proposals received by the NSF and DFG Divisions of Chemistry. The NSF and DFG will utilize a common set of reviewers and make joint funding decisions. The use of cyberinfrastructure to facilitate data sharing and communication, and exchange of students and junior investigators are strongly encouraged."
139,https://www.nsf.gov/pubs/2007/nsf07506/nsf07506.htm,"George E. Brown, Jr. Network for Earthquake Engineering Simulation Research","The Division of Civil, Mechanical, and Manufacturing Innovation (CMMI)"
51,https://www.nsf.gov/pubs/2007/nsf07504/nsf07504.htm,Computer Systems Research,"Computer systems are ubiquitous, and society is increasingly dependent on them. They range from microprocessors embedded in automobiles and appliances, to worldwide grids of advanced processors, storage, graphics devices, and instruments interconnected by high-speed networks. Computer systems include large amounts of systems software.  Systems software has two main roles: to provide abstractions and services that facilitate the implementation and execution of application programs; and, to orchestrate effective use of the underlying hardware resources through these abstractions and services.  Computer systems are being applied to increasingly demanding applications. The environments in which they function and the resource configurations to be orchestrated are becoming more diverse, distributed and dynamic. While the time scales for control decisions are shrinking, the scale and complexity of the systems are increasing.  The assumptions underlying current system software no longer hold in many cases. Moreover, current computer systems often fail, become compromised or perform poorly because of failures of system software. Responding to these challenges requires new directions in computer systems research."
159,https://www.nsf.gov/pubs/2006/nsf06588/nsf06588.htm,Critical Zone Observatories (CZO) (nsf06588),This solicitation calls for proposals to develop Critical Zone Observatories that
79,https://www.nsf.gov/pubs/2006/nsf06587/nsf06587.htm,Dynamics of Coupled Natural and Human Systems,"The Dynamics of Coupled Natural and Human Systems competition promotes quantitative, interdisciplinary analyses of relevant human and natural system processes and complex interactions among human and natural systems at diverse scales."
89,https://www.nsf.gov/pubs/2006/nsf06545/nsf06545.htm,Hydrologic Sciences,"Hydrologic Sciences focuses on the flow of water and transport processes within streams, soils, and aquifers. Particular attention is given to spatial and temporal heterogeneity of fluxes and storages of water and chemicals over a wide range of scales, to geolimnology and to interfaces with the landscape, microbial communities, and coastal areas. Studies may also deal with processes in aqueous geochemistry and with the physical, chemical, and biological processes within water bodies. Study of these processes requires expertise from many basic sciences and mathematics, and proposals often require joint review with related programs."
386,https://www.nsf.gov/pubs/2006/nsf06544/nsf06544.htm,Tectonics,"The Tectonics Program supports a broad range of field, laboratory, computational, and theoretical investigations aimed at understanding the evolution and deformation of continental lithosphere through time. Proposals to elucidate the processes that act on the lithosphere at various time-scales and length-scales, either at depth or the surface, are encouraged. Because understanding such large-scale phenomena commonly requires a variety of expertise and methods, the Tectonics Program supports integrated research involving the disciplines of structural geology, petrology, geochronology, sedimentology, stratigraphy, geomorphology, rock mechanics, paleomagnetics, geodesy, and other geophysical techniques."
333,https://www.nsf.gov/pubs/2006/nsf06536/nsf06536.htm,"Course, Curriculum, and Laboratory Improvement (CCLI)","The Course, Curriculum, and Laboratory Improvement (CCLI) program seeks to improve the quality of science, technology, engineering, and mathematics (STEM) education for all undergraduate students. The program supports efforts to create new learning materials and teaching strategies, develop faculty expertise, implement educational innovations, assess learning and evaluate innovations, and conduct research on STEM teaching and learning. The program supports three types of projects representing three different phases of development, ranging from small, exploratory investigations to large, comprehensive projects."
317,https://www.nsf.gov/pubs/2006/nsf06524/nsf06524.htm,Ethics Education in Science and Engineering (EESE),"The Ethics Education in Science and Engineering (EESE) program considers proposals for research and educational projects to improve ethics education in all of the fields of science and engineering that NSF supports. For this year, proposals must focus on improving ethics education for graduate students in those fields, and on ethical issues that arise in research or graduate research education in those fields, particularly in interdisciplinary or inter-institutional contexts."
48,https://www.nsf.gov/pubs/2005/nsf05629/nsf05629.htm,Computer Systems Research (CSR),"Computer systems are ubiquitous, and society is increasingly dependent on them. They range from microprocessors embedded in automobiles and appliances to worldwide grids of advanced processors, storage, graphics devices, and instruments interconnected by high-speed networks. They are controlled by systems software, which has two main roles: manage the underlying hardware resources, and provide abstractions and services that facilitate the implementation and execution of application programs. However, too often, computer systems fail, become compromised, or perform poorly. Moreover, they have become increasingly large and complex, thereby compounding problems. Addressing these challenges requires major advances in systems software."
126,https://www.nsf.gov/pubs/2005/nsf05628/nsf05628.htm,Innovation and Organizational Change (IOC),"The Innovation and Organizational Change (IOC) program supports scientific research directed at advancing understanding of how individuals, groups and/or institutional arrangements contribute to functioning, effectiveness and innovation in organizations. Research may involve industrial, educational, service, government, nonprofit and/or voluntary organizations or interorganizational arrangements. IOC-funded research must be relevant to an operational or applied context, grounded in theory and generalizable."
42,https://www.nsf.gov/pubs/2005/nsf05617/nsf05617.htm,East Asia and Pacific Summer Institutes for U.S. Graduate Students (EAPSI),"The East Asia and Pacific Summer Institutes (EAPSI) provide U.S. graduate students in science and engineering 1) first-hand research experience in Australia, China, Japan, Korea, or Taiwan; 2) an introduction to the science and science policy infrastructure of the respective location; and 3) orientation to the society, culture and language. The primary goals of EAPSI are to introduce students to East Asia and Pacific science and engineering in the context of a research laboratory, and to initiate personal relationships that will better enable them to collaborate with foreign counterparts in the future. The institutes last approximately eight weeks from June to August. The National Institutes of Health (NIH) co-sponsor the Summer Institute in Japan."
71,https://www.nsf.gov/pubs/2005/nsf05616/nsf05616.htm,This document has been archived.,"This is a continuation of a collaborative research program between the National Science Foundation (NSF) and Sandia National Laboratories (Sandia) that was started in 1997. The objective of this collaborative program is to fund research projects focused on science-based experimental, computational and theoretical capabilities that enhance our understanding and confidence of the behavior of engineered systems at unprecedented multiple spatial and temporal scales."
412,https://www.nsf.gov/pubs/2005/nsf05607/nsf05607.htm,Doctoral Dissertation Improvement Grants in the Directorate for Biological Sciences (DDIG),"The National Science Foundation awards Doctoral Dissertation Improvement Grants in selected areas of the biological sciences. These grants provide partial support of doctoral dissertation research to improve the overall quality of research. Allowed are costs for doctoral candidates to conduct research in specialized facilities or field settings away from the home campus, to participate in scientific meetings, and to provide opportunities for greater diversity in collecting and creativity in analyzing data than would otherwise be possible using only locally available resources."
266,https://www.nsf.gov/pubs/2005/nsf05547/nsf05547.htm,Partnership for Advancing Technologies in Housing (PATH),The Directorate for Engineering of the National Science Foundation (NSF)
422,https://www.nsf.gov/pubs/2005/nsf05536/nsf05536.htm,Instrument Development for Biological Research (IDBR) nsf05536,The Instrument Development for Biological Research (IDBR) Program
318,https://www.nsf.gov/pubs/2005/nsf05532/nsf05532.htm,Ethics Education in Science and Engineering (EESE),The Ethics Education in Science and Engineering (EESE) program considers
128,https://www.nsf.gov/pubs/2005/nsf05504/nsf05504.htm,University-Industry Cooperative Research Programs in the Mathematical Sciences (UICRP),"Technical innovations flourish through a symbiotic relationship between academia and industry. The mathematical sciences provide the foundation for the scientific progress that generates technical innovations. It is in the national interest to provide more opportunities for mathematical scientists to have the experience of conducting research in an industrial environment and for industrial scientists to return periodically to academia, to acquire new knowledge, and to move it efficiently into technology. The Division of Mathematical Sciences (DMS) supports this relationship through the university-industry postdoctoral research fellowships, university-industry senior research fellowships, industry-based graduate research assistantships, and industry-based graduate cooperative fellowships described in this solicitation."
390,https://www.nsf.gov/pubs/2004/nsf04536/nsf04536.htm,Cross-disciplinary Research at Undergraduate Institutions nsf04536,The goal of the Cross-disciplinary Research
94,https://www.nsf.gov/pubs/2004/nsf04535/nsf04535.htm,Research in Biogeosciences 2004,The topic of this program solicitation is microbial processes
26,https://www.nsf.gov/pubs/2004/nsf04534/nsf04534.htm,Chemistry Research Instrumentation and Facilities: Instrument Development,The Chemistry Research Instrumentation and Facilities Program (CRIF) is structured to enable the National Science Foundation's Division of Chemistry to respond to a variety of needs for infrastructure--instrumentation and facilities--that promotes basic research and education in areas traditionally supported by the Division.
167,https://www.nsf.gov/pubs/2004/nsf04531/nsf04531.htm,"NSF 04-531, NSF Funding Opportunity Document: Science and Technology Studies","The STS Program supports research and related activities that contribute to systematic understanding of the character and development of science and technology, including their cultural, intellectual, material, and social dimensions. The program supports research on the nature and development of technology and science, both in the past and present; on differences in the nature of theory and evidence in various fields of science and engineering; and on the interactions among science, technology and society. Proposals are welcomed from various disciplinary perspectives, including history of science, history of technology, philosophy of science, and various social sciences, including sociology, anthropology, and political science."
207,https://www.nsf.gov/pubs/2004/nsf04524/nsf04524.htm,Cyber Trust nsf04524,Networked computers reside at the heart of systems on which people now
236,https://www.nsf.gov/pubs/2004/nsf04512/nsf04512.htm,Continental Dynamics (CD) (nsf04512),The Division of Earth Sciences (EAR) will consider proposals for multidisciplinary
244,https://www.nsf.gov/pubs/2004/nsf04012/nsf04012.htm,Information Technology Research for National Priorities,"In FY 2004, the Information Technology Research"
62,https://www.nsf.gov/pubs/2003/nsf03613/nsf03613.htm,Human Language and Communication,The Human Language and Communication (HLC) program focuses
5,https://www.nsf.gov/pubs/2003/nsf03600/nsf03600.htm,Artificial Intelligence & Cognitive Science,The Artificial Intelligence and Cognitive Science
232,https://www.nsf.gov/pubs/2003/nsf03597/nsf03597.htm,Biocomplexity in the Environment (BE): Integrated Research and Education in Environmental Systems,This competition continues the Foundation's support
350,https://www.nsf.gov/pubs/2003/nsf03573/nsf03573.htm,NSF Funding Opportunity Document: Science of Learning Centers,"The Science of Learning Centers program (SLC) offers awards for large-scale, long-term Centers that will extend the frontiers of knowledge on learning and create the intellectual, organizational, and physical infrastructure needed for the long-term advancement of learning research.Centers will be built around a unifying research focus and will incorporate a diverse, multidisciplinary environment involving appropriate partnerships with academia, industry, all levels of education, and other public and private entities.Catalyst awards will also be made during the initial years of the program. Catalyst awards are designed to enable partnership-building and research activities leading to the creation of new Centers.NSF plans to convene one or more workshops during the Spring of 2003 to educate potential applicants and to answer questions about the SLC Program. Details will be posted on the NSF website (http://www.nsf.gov/slc/) as they are known."
239,https://www.nsf.gov/pubs/2003/nsf03567/nsf03567.htm,NSF Funding Opportunity Document: EarthScope,"EarthScope is an Earth science program to explore the 4-dimensional structure of the North American continent. The EarthScope Program provides a framework for broad, integrated studies across the Earth sciences, including research on fault properties and the earthquake process, strain transfer, magmatic and hydrous fluids in the crust and mantle, plate boundary processes, large-scale continental deformation, continental structure and evolution, and composition and structure of the deep-Earth. In addition, EarthScope offers a centralized forum for Earth science education at all levels and an excellent opportunity to develop cyberinfrastructure to integrate, distribute, and analyze diverse data sets."
368,https://www.nsf.gov/pubs/2003/nsf03562/nsf03562.htm,NSF Funding Opportunity Document: Grants for the Department-Level Reform of Undergraduate Engineering Education,"The Grants for the Department-Level Reform of Undergraduate Engineering Education solicitation provides an opportunity for institutions to compete for planning and implementation grants to assist departmental and larger units in:Developing comprehensive plans to reformulate, streamline and update engineering and engineering technology degree programs,                Developing new curricula for emerging engineering disciplines, and                Meeting the emerging workforce and educational needs of U.S. industry. This solicitation is a collaborative effort between the Directorate for Engineering (ENG) and the Directorate for Education and Human Resources (EHR)."
149,https://www.nsf.gov/pubs/2003/nsf03519/nsf03519.html,NSF Funding Opportunity Document: National Nanotechnology Infrastructure Network (NNIN),"The National Science Foundation announces an open competition to establish a National Nanotechnology Infrastructure Network (NNIN) as an integrated national network of user facilities that will support the future infrastructure needs for research and education in the burgeoning nanoscale science and engineering field. The facilities comprising this network will be diverse both in capabilities and research areas served as well as in geographic locations, and the network will have the flexibility to grow or reconfigure as needs arise. The NNIN will broadly support nanotechnology activities outlined in the National Nanotechnology Initiative investment strategy. It will provide users across the nation access to leading-edge fabrication and characterization tools and instruments in support of nanoscale science and engineering research, develop and maintain advanced research infrastructure, contribute to the education and training of a new workforce skilled in nanotechnology and the latest laboratory techniques, conduct outreach to the science and engineering communities, and explore the social and ethical implications of nanotechnology."
