,researcher_name,skills
122,"Ortiz-Hernandez, Ivelisse",['ph ch puerto rico ortiz hernandez background involves study heterogeneous catalytic system reaction condition involves development characterization new catalytic material application environmental alternate energy system also interested use analytical instrumentation technique characterization material study chemical reaction experience involves teaching developing new curriculum area chemical engineering chemical technology']
123,"Pain, Christopher C.",['dr pain professor department earth science engineering imperial college london icl uk also head applied computation modelling group amcg largest grouping icl comprises active scientist amcg specialises development application innovative world leading modelling technique earth engineering biomedical science group ha core numerical method ocean atmosphere climate system engineering fluid including multiphase flow neutral particle radiation transport coupled fluid solid modelling discrete element method turbulence modelling inversion method imaging impact cratering wa honored imperial college london winning excellence award recognition world leading dr pain academic general computational fluid dynamic including multi phase flow oceanography geophysical fluid dynamic nuclear safety optimisation numerical including parallel solution technique recurrent feed forward neural network priori error measure mesh adaptivity discretization technique resolution linear non linear equation non linear dynamic numerical shape description differential geometry original author general purpose parallel computational fluid dynamic code fluidity foundation majority activity key proposal mesh adaptive multi phase ocean modelling feature inverse modelling ha included anisotropic electrical inversion seismic inversion inversion transient coastal flow using adjoint method ha authored journal publication book chapter patent graduated phd student completed industry council grant']
124,"Patel, Chandrashekhar",['school medicine bldg room garner ferry road columbia sc patel molecular regulation vascular endothelial smooth muscle cell']
125,"Paul, Titan C.",['dr paul includes energy storage liquid solar technology heat transfer phase change numerical method conjugate heat mass transfer problem thermal management microelectronics heat transfer moisture migration problem building environment']
126,"Peters, Wally ",['dr peter complex system study design']
127,"Plante, Portia",['portia plante teach various undergraduate course']
128,"Popov, Branko N.",['engineering centerroom main streetcolumbia sc dr popovpopov readership worldwideph zagreb croatia illinois kiril metodij skopje macedonia']
129,"Potts, Jay",['school medicine bldg room garner ferry road columbia sc prevalence congenital cardiac malformation place extreme sociological personal burden myriad congenital cardiac defect majority involve region known atrioventricular canal av av canal responsible production av valve membranous portion interventricular septum accomplished process known epithelial mesenchymal cell transformation understanding early heart particular av canal formed critical building foundation future therapeutic measure norris ra potts jd yost mj junor brook tan hoffman hart mm damon markwald rr goodwin rl periostin promotes fibroblastic lineage pathway atrioventricular valve progenitor cell dev dyn']
130,"Qian, Yu",['dr yu qian ha working transportation geotechnics railroad infrastructure related mainly focusing heavy haul transit track structure high speed rail pavement geosynthetics discrete element simulation currently serving committee member three trb committee two arema committee asce rail transportation committee']
131,"Ranson, Bill ",['dr ranson scale invariant computer vision application measurement mechanical system mathematical modeling mechanical system measurement system life prediction application technology learning system']
132,"Regalbuto, John R.",['engineering centerroom main streetcolumbia sc notre dame notre dame']
133,"Regan, Elizabeth A.",['innovation assembly street suite sc connecticutm b connecticutdr elizabeth regan chair department integrated information technology associate professor health information technology also adjunct professor arnold school public health prior joining usc july served chair department information system college business morehead state kentucky year elmer donna smith endowed chair health system management two year serf board director northeast kentucky regional health information organization neky rhio founding member first board chair rhio also serf regional extension center eastern kentucky dr regan served five year coordinating council kentucky state health information exchange faculty kentucky medical school rural physician leadership program wa recently appointed national himss innovation committee']
134,"Reifsnider, Kenneth ",['dr reifsnider durability damage tolerance strength life relationship material system performance life prognosis aging material state change long term behavior fuel cell science engineering']
135,"Rekleitis, Ioannis",['marine robotics perception coverage cooperative localization slam']
136,"Reynolds, Tony ",['dr reynolds friction stir welding fatigue fracture experimental micro mechanic quantitative fractographic analysis']
137,"Rhodes, Curtis ",['dr rhodes computer aided design engineering manufacturing computational fluid dynamic']
138,"Ritter, James A.",['separation adsorption magnetic drug targeting material electrochemistry']
139,"Rizos, Dimitris",['area structural mechanic emphasis railway highway infrastructure high speed rail system civilian military bridge dr rizos expertise area structural mechanic modeling emphasis development implementation computational method bem fem dem hybrid method problem wave propagation soil structure interaction structural dynamic transient analysis multi phase medium train rail trackbed soil interaction problem ii analysis design freight passenger high speed railway infrastructure bridge tunnel track etc iii bridge engineering high performance material civilian military application']
140,"Roberts, Elwyn",['dr robert material performance nuclear reactor product design manufacturing concurrent engineering']
141,"Roberts, Kenneth L",['nanomaterials catalysis fluid transport property']
142,"Rocheleau, David ",['dr rocheleau group ha machine design machine component design group ha done work optimizing design epicyclic gear train ensure long life reduced noise work ha also done helping small medium size company wide area product design issue design concept modeled using pro engineer design software analysis performed variety computer aided engineering tool group ha done work modeling balance plant pem fuel cell system overall design issue involving kinematic dynamic mechanism robot prosthetic device also performed dr rocheleau hold several patent primarily new product innovation device']
143,"Rose, John R. ",['currently member ieee author technical paper bioinformatics machine intelligence computational science area bioinformatics normative reasoning planning dai multiagent system computational chemistry conducted funded nsf nih nasa dod onr alexander von humboldt foundation bmft german nsf equivalent well commission higher education nasa institute advanced concept niac fellow wa formerly director sc inbre bioinformatics core major new focus group de novo peptide sequencing recently received nsf funding support effort']
144,"Sabalowsky, Andrew",['dr sabalowsky prior expertise anaerobic process specifically relate bioremediation hazardous xenobiotic molecule biofuel production ha methane hydrogen production microbial fuel cell fermentable product recently renewable energy technology centered fluid flow wave attenuation micro wind turbine solar chimney']
145,"Sadati, Monirosadat (Sanaz)",['assistant professor january postdoctoral associate chicago postdoctoral associate harvard phd material science eth zurich polymer engineering amirkabir technology sadati lab pursue bottom approach study structure dynamic self assembly soft material emphasis anisotropic component capable leading new tunable macroscopic property systematic study self assembly topological defect real time structure rheology engineer responsive material unique architectural feature designed broad range application including tissue engineering actuation drug delivery controlled cargo transport biosensing common feature among natural microswimmers bacteria ability convert energy motion regulate self propulsion response external stimulus inspired biomechanics nature artificial active micromotors developed transduce local energy directed motion propulsion artificial micromotors envisioned broad range application drug loading controlled release vicinity cell water remediation name many application micromotors move complex environment explore micro rheology microswimmers complex environment design autonomous micromachines navigate efficiently realistic condition operation']
146,"Sahin, Alphan ",['wireless communication signal processing']
147,"Santi, Enrico",['swearingenroom main streetcolumbia sc santi long term area power electronics may interaction power electronics think drive car use computer cook microwave talk type telephone listen stereo make hole cordless drill come contact power electronics thanks power electronics electricity needed run thing use everyday processed filtered delivered maximum efficiency smallest size minimal weight current modeling control simulation advanced electrical power distribution system physic based modeling power semiconductor device particular involved development virtual test bed simulation based tool rapid prototyping power system power electronic device test bed support input multiple simulation language spice acsl saber etc hardware loop simulation electrical system']
148,"Sasanakul, Inthuorn",['geotechnical engineering']
149,"Schooley, Benjamin",['health health informatics design science']
150,"Shazly, Tarek ",['area interaction implanted polymeric material soft tissuesmy early work wa focused understanding soft tissue material interaction purpose optimizing surgical sealant performance publication emerged line inquiry impacted field two distinct way first provided initial demonstration adhesion tissue specific phenomenon exploited advanced material design second related publication established novel design strategy enhance adhesion strength without compromising material biocompatibility power strategy generalized across material system surgical sealant application area characterization assessment modeling endovascular technologiesendovascular technology drug eluting stent erodible scaffold drug coated balloon steadily evolved past year multidisciplinary approach needed design optimize evaluate emergent device typically requiring consideration hemodynamics drug pharmacokinetics material mechanic device degradation erosion kinetics accommodate inherent complexity face rapid device development regulatory agency begun expect nearly require predictive computational model clearly explain mechanism action potential risk new technology meet field demand work ha focused development finite element based computational model design deployment strategy facilitate continued advancement endovascular technology safe introduction clinical practice area experimental theoretical biomechanical study native engineered blood vesselsthe identification constitutive mechanical model vascular tissue essential quantifying local environment mechanosensitive vascular cell normal disease state understanding mechanically mediated vascular tissue remodeling providing basis engineering vascular tissue substitute publication area impactful term providing data model previously understudied yet critical region circulatory system applying continuum mechanical principle explain intra vessel variation geometry property composition introducing tissue engineered construct exhibit enhanced matrix elaboration thus potential vascular substitute']
151,"Shepherd, Jeremiah",['jj shepherd teach csce course']
152,"Sheth, Amit",['artificial intelligence big smart data knowledge graph knowledgeinfused learning semantic cognitive perceptual comput']
153,"Shimpalee, Sirivatch",['horizon main streetcolumbia sc columbia bradley chiang mai thailand shimpalee current area renewable energy including fuel cell energy storage high temperature thermal system bioenergy expertise use multi scale multi dimensional modeling combine electrochemistry understand physic inside complex system particularly transport phenomenon']
154,"Simin, Grigory",['swearingenroom main streetcolumbia sc']
155,"Smoak, Wilson",['wilson smoak instructor coordinator capstone design course elct electrical engineering department following successful career design digital electronics recently intel']
156,"Sockalingam, Subramani ",['finite element analysis composite computational mechanic experimental mechanic']
157,"Spinale, Frank G.",['francis spinale md phd internationally renowned cardiovascular scientist ha directed translational effort thematic area cardiovascular remodeling particular focus upon heart failure main cause death disability past two decade mechanistic translational clinical study ha working advance understanding potential treatment major cause heart failure patient also entrepreneur patent nih small business technology transfer grant develop microdialysis microfluidics delivery system cardiac surgery additionally dr spinale serf ditorial board seven prestigious scientific journal consultant various pharmaceutical company biotechnology company credit also ha peer reviewed publication leading cardiovascular journal fellow several professional society including american heart association american college cardiology ha invited present nationally internationally major scientific meeting congress conference dr spinale director cardiovascular translational center ha pioneered various project cardiac working collaborate department faculty som va']
158,"Srivastava, Biplav",['artificial intelligence service smarter city water health traffic']
159,"Stanford, Thomas G.",['engineering centerroom main streetcolumbia sc michigan math michigan']
160,"Stiffler, Nick",['robotics']
161,"Sudarshan, Tangali S.",['swearingenroom main streetcolumbia sc sudarshan specialization']
162,"Summers, Bill ",['dr summer manager hydrogen program within hydrogen technology laboratory savannah river technology center srtc ha extensive experience new product development project management including year experience field advanced energy system ha westinghouse savannah river company wsrc since dr summer ha led numerous program analyze develop emerging technology wa program manager development world first hybrid hydrogen electric transit bus bus wa first hydrogen vehicle commercial service utilized world largest onboard metal hydride storage system dr summer also organized managed project develop industrial fuel cell vehicle using solid state hydrogen storage also managed fuel cell mining vehicle project funded doe oit industry future program currently dr summer principal investigator three year study assess feasibility nuclear hydrogen production doe office nuclear energy science technology doe ne addition program management dr summer involved development hydrogen storage material associated technology involves engineering hydrogen storage bed development mathematical model analyze bed performance including heat transfer enhancement currently chairman national working group developing first commercial code standard metal hydride container hydrogen storage dr summer also member site representative national hydrogen association represents srtc fuel cell propulsion institute board director charter member recently served chairman first annual hydrogen storage workshop major national meeting focused hydrogen storage dr summer also co chaired national workshop help establish plan nuclear hydrogen production doe ne']
163,"Sur, Sanjib ",['wireless networking mobile computing millimeterwave terahertz']
164,"Sutton, Michael",['dr sutton coherent incoherent optic application experimental mechanic digital image processing computer vision application integral method experimental mechanic boundary valve problem plastic fracture mechanic finite element modeling cracked body']
165,"Taheri-Qazvini, Nader ",['soft matter polymer science hybrid material glassy dynamic material']
166,"Tan, Wenbin",['vascular biology']
167,"Tang, Chuanbing",['polymer biomaterials']
168,"Tang, Jijun",['algorithm computational biology game']
169,"Thatcher, Matt E. ",['examines strategic economic impact information technology focus four theme value software patent policy design offshoring social cost information privacy']
170,"Tong, Yan",['professor tong focus computer vision pattern recognition especially human computer interaction including limited']
171,"Tooren, Michel  van",['dr van tooren design automation knowledge based engineering alternative aircraft concept composite aircraft fuselage aircraft certification system engineering road vehicle aerodynamics']
172,"Uline, Mark J.",['statistical mechanic thermodynamics biophysics soft matter nucleation']
173,"Valafar, Homayoun",['computational biology bioinformatics artificial intelligence machine learning neural information processing']
174,"Valtorta, Marco",['artificial intelligence']
175,"Van Brunt, Vincent",['ph tennessee polytechnic carnegie mellon']
176,"Vargas, Juan",['dr vargas adjunct professor computer science engineering department']
177,"Vidal, Jose M. ",['multiagent system agentbased modeling artificial intelligence distributed system']
178,"Viparelli, Enrica",['present associate professor civil environmental engineering assistant professor civil environmental engineering columbia']
179,"Vitzilaios, Nikolaos (Nikos)",['dr vitzilaios broad area autonomous unmanned system robotics intelligent system mechatronics unmanned aircraft system uas perception autonomous navigation mobile robot operational autonomy field robotics robot team automation control system machine learning']
180,"Vogt, Thomas",['chemistry physic material science']
181,"Wang, Guiren",['micronanofluidics labonachip superresolution imaging cancer detection turbulence mixing']
182,"Wang, Guoan",['swearingenroom main streetcolumbia sc']
183,"Wang, Song",['computer vision image processing machine learning']
184,"Wang, Xiaofeng",['swearingenroom main streetcolumbia sc']
185,"Wang, Yi",['curriculum vitae pdf imsel labdr wang computational data enabled science engineering cd application multiphysics multiscale system engineering including fluid structural interaction microfluidics nanofluidics thermal energy management additive manufacturing among others specific focus physic based adaptive modeling high fidelity multiphysics cfd fem analysis reduced order modeling closed form modeling real time simulation trade space exploration process control data driven multi fidelity surrogate modeling multidisciplinary analysis optimization large scale system level simulation adaptive model integration massive real time data analytics discovery management including engineering data mining parameter estimation uncertainty quantification machine learning green computing visualization system engineering microfluidics nanofluidics including model development system design control synthesis hardware development experimentation long term goal towards engineering intelligencel lee rosanoa wang j garsona prabhakarpandiana pant j klarmannc alvarez lai label free mesenchymal stem cell enrichment bone marrow spiral inertial microfluidics analytical method']
186,"Wei, Xiaojun",['biomedical engineering functional nanoparticles nanopore biosensor']
187,"Wells, James R.",['school medicineva campusbld garner ferry rdprofessor well clinical focus analysis hpv infection freshly resected tissue specimen purpose study determine presence expression type hpv hnscc tumor specimen investigate marker specific pathway tumor development particular attention biomarkers pathway may different hpv positive hpv negative cancer african american european american patient biomarkers predict gene therapy efficacy recurrent squamous cell carcinoma head neck clinical cancer dec']
188,"White, Ralph E.",['cv dr whiteph california berkeley california berkeley']
189,"Williams, Christopher",['engineering centerroom main streetcolumbia sc williams group area heterogeneous catalysis surface science particular focus studying solid liquid catalytic interface catalysis carried liquid phase important application fine chemical pharmaceutical production production new fuel biorenewable resource primary involves development application situ operando surface vibrational spectroscopic method study adsorption catalysis solid catalyst surface industrially relevant reaction condition e liquid phase high gas pressure temperature specific technique development group surface enhanced raman spectroscopy sers attenuated total reflection infrared atr ir spectroscopy sum frequency spectroscopy sfs information obtained approach allows develop molecular level understanding catalytic mechanism govern function heterogeneous catalyst reaction condition understanding critical wish rationally design catalyst specific application future current reaction system enantioselective hydrogenation alpha ketoesters alkenoic acid selective oxidation alcohol including especially glycerol major byproduct biodiesel production hydrodeoxygenation biomass derived organic acid acid ester hydrocarbon fuel electrocatalytic reduction carbon dioxide hydrocarbon catalyst investigation involve polycrystalline transition metal oxide supported mono bimetallic nanoparticle catalyst latter material prepared either traditional catalyst synthesis method novel protocol development g dendrimer metal nano composite electroless deposition allow control size composition nanoscale williams group currently funded national science foundation variety industrial source']
190,"Won, Sang Hee",['combustion flame fuel propulsion chemical kinetics']
191,"Wu, Dezhi",['humancomputer interaction ux design health ai behavioral information security big data analytics']
192,"Xu, Songhua",['songhua xu area health information technology including medical health cancer informatics artificial intelligence including personalization information retrieval knowledge management recommender system text image mining patent informatics intelligent software practitioner intellectual property law computer graphic interactive technique multimedia visualization visual analytics intelligent user interface']
193,"Xue, Xingjian (Chris) ",['dr xue solid oxide fuel cell solid oxide electrolysis cell gas separation membrane material electrochemical energy conversion storage reliability durability functional structural material transport phenomenon electrochemical kinetics']
194,"Yoon, Yeomin",['water treatment membrane filtration adsorption sonodegradation nanotechnology']
195,"Yu, Lingyu ",['structural health monitoring ultrasonics vibration']
196,"Yuan, Lang",['solidification microstructure modelling additive manufacturing discrete element modelling']
197,"Zand, Ramtin",['dr zand involve hardware design machine learning system neuromorphic computing emerging nanoscale electronics including spintronic device reconfigurable adaptive computer architecture low power reliability aware vlsi circuit']
198,"Zhang, Bin",['swearingenroom main streetcolumbia sc']
199,"Zhang, Qi",['artificial intelligence reinforcement learning long term goal build safe reliable trustworthy ai system retain power flexibility handle complex diverse context end develop analyze decision making algorithm uncertain dynamic environment']
200,"Zhou, Caizhi",['mechanical metallurgy dislocation dynamic crystal plasticity multiscale modeling friction stir welding']
201,"Ziehl, Paul",['engineering main street suite sc paul ziehl associate dean college engineering computing serf understand align capability faculty enterprise college professor structural engineering department mechanical civil environmental engineering dr ziehl ha experience management joint venture project involving multiple industrial collaborator ha served principal investigator four year nist sponsored joint venture project edge analytics development commercially deployed wireless structural prognosis system']
