,researcher_name,skills
48,"Fiedler, Kirk","{'business', 'computer science'}"
49,"Flora, Joseph","{'process water quality engineering', 'process water', 'quality engineering', 'dr flora', 'computer modeling', 'water quality', 'modeling environmental', 'engineering process', 'computer modeling water quality engineering process', 'dr flora main molecular modeling environmental reaction', 'modeling water', 'main molecular', 'molecular modeling', 'flora main', 'environmental reaction'}"
50,"Gadala-Maria, Francis","{'engineering centerroom main streetcolumbia', 'sc', 'main streetcolumbia', 'stanford', 'centerroom main', 'engineering centerroom'}"
51,"Gassman, Sarah","{'civil', 'engineering', 'geotechnical'}"
52,"Gatzke, Edward P.","{'acquired instrumentation', 'nonconvex branch', 'variety controller', 'understanding dynamic', 'diagnostic method', 'scale system', 'instrumentation recently', 'method application', 'branch reduce', 'reduce product', 'developed reduce', 'used develop', 'requires fundamental', 'process modeling', 'nonlinear characteristic', 'solution constrained', 'optimization efficient', 'sc gatzke area process modeling', 'taking discrete', 'require online', 'room main', 'optimization efficient operation chemical process requires fundamental understanding dynamic nonlinear characteristic variety controller formulation developed reduce product variability improve productivity estimation diagnostic method used develop process information easily directly acquired instrumentation recently', 'discrete value', 'ongoing effort', 'parallel programming', 'involving unknown', 'online solution', 'process requires', 'method used', 'easily directly', 'programming effort', 'fundamental understanding', 'constrained mixed', 'outer approximation', 'reduce method', 'process information', 'effort mixed', 'estimation diagnostic', 'directly acquired', 'approximation parallel', 'new moving horizon formulation involving unknown value taking discrete value proposed application require online solution constrained mixed integer optimization problem ongoing effort parallel programming effort mixed integer optimization', 'area process', 'horizon formulation', 'dynamic nonlinear', 'productivity estimation', 'mixed integer', 'effort parallel', 'operation chemical', 'integer outer', 'problem ongoing', 'formulation involving', 'chemical process', 'optimization problem', 'controller formulation', 'develop process', 'formulation developed', 'parallel nonconvex', 'integer optimization', 'room main street columbia', 'new moving', 'nonseparable mixed', 'variability improve', 'proposed application', 'bio process', 'nonconvex nonseparable', 'unknown value', 'value proposed', 'including parallel', 'large scale', 'street columbia', 'moving horizon', 'characteristic variety', 'control', 'information easily', 'sc gatzke', 'application require', 'particulate processing', 'main street', 'application area', 'area particulate', 'improve productivity', 'gatzke area', 'large scale system', 'product variability', 'including parallel nonconvex nonseparable mixed integer outer approximation parallel nonconvex branch reduce method application area particulate processing', 'efficient operation', 'value taking'}"
53,"Gerdes, Jr., John H.","{'dr john gerdes associate professor department integrated information', 'authored two', 'development new', 'computer science', 'china article', 'assembly street', 'ithaca', 'sc', 'vanderbilt ha', 'associate professor', 'certificate support', 'editor electronic', 'decision support system', 'engineering cornell', 'jia tong', 'transaction iie', 'china article appeared communication acm', 'bethlehem', 'telecommunication system', 'web site', 'database management', 'two patent', 'one development', 'hold b', 'suite', 'public key', 'ph information', 'science vanderbilt', 'support user', 'decision support', 'mechanical engineering', 'journal ha', 'teach software', 'database management dr gerdes hold b eng mechanical engineering cornell', 'innovation assembly street', 'electronic commerce', 'ha taught', 'california riverside', 'john gerdes', 'c teach', 'eng mechanical', 'tenn', 'commerce telecommunication', 'ph information system vanderbilt ha taught ohio state', 'computer science vanderbilt', 'b eng', 'software development', 'privacy currently', 'system vanderbilt', 'columbia', 'ohio state', 'dr gerdes', 'appeared communication', 'gerdes hold', 'journal ha authored two patent', 'associate editor', 'innovation assembly', 'pa eng', 'communication acm', 'key certificate', 'site development', 'nashville', 'new public', 'taught ohio', 'cornell', 'web site development', 'user privacy', 'currently associate', 'coke temperature', 'one dealign', 'measurement coke', 'one development new public key certificate support user privacy currently associate editor electronic commerce telecommunication system', 'vanderbilt', 'gerdes associate', 'ha authored', 'shanghai', 'department integrated', 'tenn b', 'information system', 'dr john', 'one dealign measurement coke temperature', 'lehigh', 'integrated information', 'support system', 'management dr', 'dealign measurement', 'professor department', 'c teach software development', 'article appeared'}"
54,"Gholizadeh, Sona","{'higher education', 'engineering education', 'system analysis'}"
55,"Gibbons, Joseph H.","{'pittsburgh', 'ph'}"
56,"Ginn, Herbert L.","{'sc carolinamississippi state', 'carolinamississippi state', 'main street', 'swearingenroom main', 'street columbia', 'sc carolinamississippi', 'swearingenroom main street columbia'}"
57,"Giurgiutiu (Jurjutzu), Victor","{'mechanical engineer', 'fellow royal', 'raes american', 'health monitoring', 'structural health monitoring', 'society raes', 'mechatronics', 'journal article', 'multi physic applied mechanic topic dr giurgiutiu ha published several book book chapter many journal article conference paper fellow royal aeronautical society raes american society mechanical engineer asme associate editor aeronautical journal raes', 'american society', 'dr giurgiutiu span active material', 'structural health', 'many journal', 'engineer asme', 'paper fellow', 'multi physic', 'book book', 'topic dr', 'published several', 'smart structure', 'conference paper', 'several book', 'journal raes', 'royal aeronautical', 'ha published', 'mechanic topic', 'giurgiutiu ha', 'editor aeronautical', 'physic applied', 'chapter many', 'span active', 'aeronautical society', 'dr giurgiutiu', 'giurgiutiu span', 'active material', 'aeronautical journal', 'asme associate', 'society mechanical', 'associate editor', 'applied mechanic', 'book chapter', 'article conference'}"
58,"Glenn Jr., Odell","{'fundamental aspect', 'essential oil', 'investigated present', 'protein involved', 'investigating new', 'allergenic protein', 'particle home', 'oil cfd', 'produced indoor', 'essential oil cfd modeling elisa assay wa investigated present passion education along engineering education investigating new unique way teach undergraduate core fundamental key educator student', 'education along', 'assay wa', 'elisa assay', 'way teach', 'key educator', 'aspect novel', 'involved development', 'reduce potency', 'development approach', 'trigger produced', 'allergen bound', 'using dry', 'dry ice', 'potency asthma', 'dust particle', 'asthma trigger', 'home effectiveness', 'teach undergraduate', 'novel technology', 'educator student', 'present passion', 'approach potentially', 'unique way', 'modeling elisa', 'along engineering', 'fundamental aspect novel technology abatement allergenic protein involved development approach potentially reduce potency asthma trigger produced indoor environment allergen bound dry dust particle home effectiveness using dry ice', 'abatement allergenic', 'indoor environment', 'new unique', 'engineering education', 'dry dust', 'fundamental key', 'potentially reduce', 'undergraduate core', 'bound dry', 'wa investigated', 'cfd modeling', 'core fundamental', 'effectiveness using', 'passion education', 'environment allergen', 'education investigating', 'technology abatement'}"
59,"Goharian, Erfan","{'integrated water', 'system analysis', 'water resource', 'hydroinformatics', 'integrated water resource management', 'resource management'}"
60,"Gower, R. Michael","{'immunoengineering', 'biomaterials'}"
61,"Gray, Joshua","{'chemistry department', 'member adjunct', 'engineering laboratory', 'serving mentor thesis committee member adjunct professor working national laboratory system', 'several start', 'serving laboratory', 'social work', 'development alternative', 'cell application', 'characterization participated', 'adjunct professor', 'fluid solar', 'energy application', 'background ranging', 'battery component characterization participated several start ups area fuel cell hydrogen storage technology', 'range experience', 'non profit', 'experienced engineer', 'involves application', 'profit social', 'chemical engineering', 'ranging educational', 'entrepreneurial start', 'diverse background', 'corrosion susceptibility', 'participated several', 'currently co founder nonprofit area recovery substance use disorder', 'separation process', 'experienced engineer diverse background ranging educational instruction mentoring role', 'instruction mentoring', 'assistant graduate', 'entrepreneurial start ups community based non profit social work educational role range experience teaching assistant graduate school chemical engineering laboratory', 'professor working', 'working national', 'corrosion sustainable', 'storage fuel', 'area fuel', 'hydrogen storage', 'mentor thesis', 'temperature heat', 'state supported', 'recovery substance', 'area recovery', 'experience teaching', 'committee member', 'susceptibility high', 'nonprofit area', 'extensive experience development environment', 'work educational', 'area material', 'liberal art', 'nuclear fuel', 'role range', 'extensive experience', 'fuel cell', 'storage technology', 'national laboratory', 'thesis committee', 'experience primarily', 'development alternative separation process used nuclear fuel', 'serving mentor', 'based non', 'art experience', 'localized corrosion', 'ups area', 'component characterization', 'graduate school', 'material compatibility', 'sustainable energy', 'substance use', 'application worked', 'alternative separation', 'battery component', 'currently co', 'ups community', 'mentoring role', 'engineering localized', 'co founder', 'educational role', 'supported liberal', 'electrochemical engineering', 'start ups', 'hydrogen storage fuel cell application', 'solar energy', 'high temperature', 'engineer diverse', 'experience development', 'process used', 'department state', 'laboratory system', 'founder nonprofit', 'development environment', 'application electrochemical', 'educational instruction', 'school chemical', 'worked area', 'serving laboratory manager instructor chemistry department state supported liberal art experience primarily involves application electrochemical engineering localized corrosion sustainable energy application worked area material compatibility corrosion susceptibility high temperature heat transfer fluid solar energy', 'primarily involves', 'cell hydrogen', 'used nuclear', 'transfer fluid', 'compatibility corrosion', 'manager instructor', 'heat transfer', 'instructor chemistry', 'teaching assistant', 'laboratory manager', 'use disorder', 'community based'}"
62,"Gross, Andrew J.","{'dr gross center mechanical property material includes design', 'characterization architected', 'dr gross', 'calibration material', 'nanoscale constituent', 'material includes', 'especially nanoscale', 'center mechanical', 'mechanical property', 'full field', 'includes design', 'constituent well', 'field experimental', 'material model', 'architected material', 'property material', 'characterization architected material', 'fabrication', 'well use', 'data calibration', 'especially nanoscale constituent well use full field experimental data calibration material model', 'experimental data', 'use full', 'gross center'}"
63,"Gumina, Sharon","{'authorized cybersecurity', 'sql developer', 'suite office', 'analyst', 'academy instructor', 'operation routing', 'studio palo', 'alto network', 'including sql', 'educator information', 'oracle visual', 'office columbia', 'cyber security', 'using various', 'ccna ccna', 'innovation center assembly street', 'innovation center', 'version developer', 'center assembly', 'experience developer', 'information technology', 'educator information technology cisco academy instructor cyber security operation routing switching ccna ccna', 'assembly street', 'network authorized', 'sc year', 'suite office columbia', 'year experience', 'palo alto', 'technology cisco', 'various tool', 'cisco academy', 'version developer using various tool including sql developer oracle visual studio palo alto network authorized cybersecurity academy instructor', 'security operation', 'cybersecurity academy', 'routing switching', 'switching ccna', 'visual studio', 'developer using', 'tool including', 'developer oracle', 'sc year experience developer', 'instructor cyber'}"
64,"Gürdal, Zafer ","{'structural multidisciplinary design', 'multidisciplinary design', 'structural multidisciplinary'}"
65,"Haj-Hariri, Hossein ","{'applied mathematics', 'thermal management', 'fluid mechanic'}"
66,"Harik, Ramy","{'textbook manufacturing', 'teach course', 'master science', 'manufacturing computer aided manufacturing cam dr harik associate editor computer aided design application international journal ha million usd funding boeing', 'chair plm', 'educator award', 'course computer', 'education join', 'aerospace innovation', 'manufacturing topic', 'technical symposium', 'dr harik', 'held columbia', 'agency recipient', 'ace ace', 'exhibition wa', 'million usd', 'ace ace technical symposium aerospace conference exhibition wa chair plm international conference held columbia', 'recipient outstanding', 'harik textbook', 'sigma honor', 'education featuring', 'dassault aviation', 'aided manufacturing', 'sc department commerce', 'aerospace conference', 'join mechanical', 'cam dr', 'industrial mechanical', 'featuring traditional', 'application international', 'aviation funded', 'symposium aerospace', 'automated fiber', 'young educator', 'currently visiting', 'placement education', 'computer aided', 'manufacturing education', 'several agency', 'fokker aerostructures', 'student several', 'traditional emergent', 'design application', 'faculty member department mechanical engineering resident researcher mcnair center aerospace innovation currently visiting scientist nasa langley', 'resident researcher', 'aided design', 'department commerce', 'researcher mcnair', 'design cad', 'conducting automated', 'innovation currently', 'science industrial', 'award pi', 'honor society', 'member department', 'mechanical engineering', 'engineering master', 'journal ha', 'international journal', 'ha million', 'visiting scientist', 'automated manufacturing', 'plm international', 'harik associate', 'automated manufacturing engineering technology master science industrial mechanical engineering doctor philosophy mainly teach course computer aided design cad', 'harik chair', 'doctor philosophy', 'pi tau', 'conference held', 'mcnair center', 'manufacturing engineering', 'wa chair', 'society dr', 'scientist nasa', 'tau sigma', 'international conference', 'ace technical', 'technology master', 'funding boeing', 'department mechanical', 'associate editor', 'editor computer', 'fulbright scholar', 'fiber placement', 'dr harik textbook manufacturing education featuring traditional emergent manufacturing topic', 'manufacturing cam', 'outstanding young', 'manufacturing computer', 'nasa', 'emergent manufacturing', 'conference exhibition', 'philosophy mainly', 'dassault aviation funded student several agency recipient outstanding young educator award pi tau sigma honor society dr harik chair ace', 'engineering technology', 'sc department', 'engineering resident', 'mainly teach', 'nasa langley', 'engineering doctor', 'usd funding', 'funded student', 'faculty member', 'chair ace', 'center aerospace', 'conducting automated fiber placement education join mechanical engineering master science'}"
67,"Henrich, Silke","{'biomedical catawba', 'biomedical catawba stroom', 'catawba stroom'}"
68,"Heyden, Andreas","{'computational catalysis', 'biomass catalysis', 'electrocatalysis', 'uncertainty quantification', 'multiscale modeling'}"
69,"Hikmet, Neset","{'health informatics', 'information technology', 'information system', 'health information technology', 'health information'}"
70,"Hoque, Shamia","{'transportation environment', 'healthy building', 'sustainable technology', 'metamodel'}"
71,"Hu, Jianjun","{'deep learning', 'bioinformatics', 'evolutionary computation', 'machine learning', 'material informatics'}"
72,"Hu, Ming","{'scale multiphysics', 'complex energy', 'novel energy', 'energy system', 'advanced thermal', 'particular low dimensional material nanostructures', 'low dimensional', 'dimensional material', 'modeling simulation', 'simulation micro', 'multi scale', 'hu modeling', 'thermal transport', 'thermal management', 'interfacial heat', 'list publication', 'nano scale', 'energy nanotechnology', 'multiphysics modeling', 'scale thermal', 'energy transport', 'material nanostructures', 'dr hu modeling simulation micro nano scale thermal transport novel energy system', 'heat transfer', 'transport novel', 'full list', 'transport process', 'multi scale multiphysics modeling complex energy transport process full list publication', 'micro nano', 'process full', 'interfacial heat transfer advanced thermal management', 'particular low', 'transfer advanced', 'modeling complex', 'dr hu'}"
73,"Huang, Chin-Tser","{'protocol design', 'design verification', 'network protocol', 'distributed system', 'network security', 'network protocol design verification'}"
74,"Huang, Kevin ","{'modeling', 'gas membrane', 'battery', 'fuel cell', 'electrochemistry'}"
75,"Huang, Xinyu ","{'coating', 'composite', 'fuel cell', 'durability'}"
76,"Huhns, Michael N.","{'multiagent system', 'serviceoriented computing', 'computer vision', 'distributed computing', 'ontology'}"
77,"Humphries, Wilfred Kenneth","{'service engineering', 'fellow asce', 'national engineering firm approximately', 'wall present', 'area', 'recognition dr', 'serf senior', 'humphries service', 'service award', 'senior geotechnical', 'consultant terracon', 'ha received numerous award honor including order palmetto highest honor', 'deep shallow foundation', 'soil dynamic', 'terracon consultant', 'award honor', 'asce nspe', 'among others', 'retaining wall present', 'highest honor', 'geotechnical consultant', 'public service award', 'numerous award', 'engineering firm', 'national engineering', 'palmetto highest', 'professional practice', 'retaining wall', 'flexible pavement', 'professional practice soil dynamic', 'including order', 'order palmetto', 'government employee year', 'ha received', 'engineering community', 'dr humphries', 'dr humphries serf senior geotechnical consultant terracon consultant', 'practice soil', 'location city', 'honor including', 'rank fellow', 'inc', 'employee year', 'government employee', 'effect blasting structure', 'lateral earth pressure', 'effect blasting', 'shallow foundation', 'blasting structure', 'earth pressure', 'humphries serf', 'firm approximately', 'city recognition', 'employee location', 'public service', 'received numerous', 'soil stabilization', 'rank fellow asce nspe', 'deep shallow', 'lateral earth', 'letalier cup', 'employee location city recognition dr humphries service engineering community', 'engineer year', 'teaching'}"
78,"Huray, Paul G.","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
79,"Huynh, Nathan","{'drayage', 'health care', 'logistics', 'port operation', 'freight'}"
80,"Imran, Jasim","{'turbidity current', 'unsteady free surface flow', 'mass gravity flow', 'mass gravity', 'numerical experimental', 'surface flow', 'experimental modeling', 'numerical experimental modeling', 'sediment transport', 'unsteady free', 'free surface', 'gravity flow'}"
81,"Jabbari, Esmaiel","{'tissue engineering', 'protein delivery', 'biomaterials'}"
82,"Jabbarzadeh, Ehsan","{'engineering microenvironments', 'investigation lab', 'characteristic natural', 'lab revolve', 'environmental effect', 'biochemical morphological', 'parallel effort', 'carbon nanotube', 'based mathematical', 'cell based', 'intercellular signaling', 'inflammatory response', 'event linked', 'finely controllable', 'engineering yanez', 'understanding modeling', 'design engineering', 'cell sense', 'application bone', 'cell migration', 'cell differentiation', 'laboratory actively pursuing development biomaterials recapitulate key characteristic natural extracellular matrix application bone vascular tissue engineering yanez', 'modulation inflammatory response implanted biomaterials using natural compound', 'around cell', 'signaling event', 'laboratory actively', 'room main', 'extracellular matrix', 'pursuing development', 'theme robust', 'commitment addition', 'signaling output', 'work complemented', 'appropriate response', 'key characteristic', 'fate commitment', 'sc overarching theme robust design engineering tissue understanding modeling environmental effect stem cell differentiation tissue remodeling development engineering microenvironments based carbon nanotube array finely controllable biophysical biochemical property investigation molecular mechanism associated cell migration', 'integrate generate', 'stem cell', 'investigation molecular', 'pharmaceutical design', 'based carbon', 'biomaterials recapitulate', 'microenvironments based', 'tissue understanding', 'development engineering', 'complemented parallel', 'natural compound', 'differentiation investigation', 'sense distinctive', 'using natural', 'biochemical property', 'biomaterials using', 'press', 'cue integrate', 'remodeling development', 'overarching theme', 'nanotube array', 'output associated', 'array finely', 'associated cell', 'response work', 'natural extracellular', 'controllable biophysical', 'effort construct', 'current pharmaceutical design', 'implanted biomaterials', 'development biomaterials', 'recapitulate key', 'jabbarzadeh', 'property investigation', 'modulation inflammatory', 'room main street columbia', 'sc overarching', 'modeling environmental', 'proliferation differentiation', 'biochemical morphological cue integrate generate appropriate response work complemented parallel effort construct single cell based mathematical model intercellular signaling event linked signaling output associated fate commitment addition', 'mathematical model', 'morphological cue', 'actively pursuing', 'current pharmaceutical', 'robust design', 'matrix application', 'proliferation differentiation investigation lab revolve around cell sense distinctive type mechanical', 'street columbia', 'generate appropriate', 'molecular mechanism', 'type mechanical', 'biophysical biochemical', 'associated fate', 'model intercellular', 'distinctive type', 'bone vascular', 'tissue remodeling', 'effect stem', 'vascular tissue', 'response implanted', 'main street', 'linked signaling', 'construct single', 'tissue engineering', 'single cell', 'blanchette', 'revolve around', 'mechanism associated', 'differentiation tissue', 'engineering tissue'}"
83,"Jalilvand, Golareh","{'sc ph material science engineering prior joining uofsc faculty course ph', 'reliability lab', 'novel material', 'material interconnection', 'graduate assistant', 'electronics dr', 'microstructure optimization', 'computer science', 'jalilvand assistant', 'jalilvand microstructure', 'dr golareh jalilvand assistant professor chemical engineering department uofsc received sc', 'engineering uofsc', 'film integrated', 'dr jalilvand', 'wa graduate', 'contribution field', 'property relationship', 'currently working microstructure optimization via unique electroplating technique enhance reliability ic interconnects', 'green paradigm', 'assisted machine', 'silicon glass', 'jalilvand contribution', 'material dr', 'focused thin', 'ph material', 'interconnects integrated', 'heterogeneous integration packaging micro nano electronics dr jalilvand contribution field thin film integrated microelectronics ha recognized several national international platform prior microelectronics', 'chemical engineering', 'reliability solder', 'solid oxide', 'dr golareh', 'energy conversion', 'machine learning', 'thin film', 'course ph', 'central florida', 'sc ph', 'collaboration department', 'integrated microelectronics', 'via tsv', 'glass via', 'assistant professor', 'based integration', 'international platform', 'science engineering', 'national international', 'received sc', 'integrated circuit', 'fuel cell', 'uofsc received', 'new interconnect', 'department computer', 'packaging micro', 'worked silicon glass via tsv tgv based integration', 'microstructure property', 'interconnect material', 'nano electronics', 'professor chemical', 'unique electroplating', 'recognized several', 'electroplating technique', 'learning method', 'worked silicon', 'tsv tgv', 'several national', 'conversion green', 'fabrication reliability', 'enhance reliability', 'thermo mechanical reliability solder joint', 'relationship interconnects', 'material science', 'wa graduate assistant microelectronics fabrication reliability lab central florida', 'engineering prior', 'uofsc faculty', 'studied new interconnect material dr jalilvand microstructure property relationship interconnects integrated circuit ic assisted machine learning method developed collaboration department computer science engineering uofsc', 'integration packaging', 'joining uofsc', 'cell energy', 'solder joint', 'studied new', 'engineering department', 'microelectronics ha', 'prior microelectronics', 'department uofsc', 'oxide fuel', 'assistant microelectronics', 'ha recognized', 'ic assisted', 'lab central', 'microelectronics fabrication', 'platform prior', 'film solid', 'focused thin film solid oxide fuel cell energy conversion green paradigm', 'thermo mechanical', 'via unique', 'optimization via', 'currently working', 'ic interconnects', 'golareh jalilvand', 'method developed', 'technique enhance', 'faculty course', 'field thin', 'prior joining', 'circuit ic', 'heterogeneous integration', 'developed collaboration', 'working microstructure', 'reliability ic', 'micro nano', 'novel material interconnection', 'mechanical reliability', 'tgv based'}"
84,"Jamshidi, Pooyan ","{'adversarial machine learning', 'adversarial machine', 'learning system', 'machine learning system', 'artificial intelligence', 'computer system', 'machine learning', 'autonomic computing'}"
85,"Kanapala, Neema ","{'undergraduate course', 'various undergraduate', 'teach various', 'kanapala teach', 'neema kanapala', 'neema kanapala teach various undergraduate course'}"
86,"Karakalos, Stavros G.","{'outermost atomic', 'new intermediate', 'interaction catalyst reactant interaction lead new intermediate lower activation energy end', 'layer solid', 'tprs', 'vacuum situ', 'mass spectroscopy', 'group main', 'technique ultra', 'property outermost', 'study model system important order draw safe conclusion important information derived study model catalyst surface undergo structural electronic change reaction use efficient technique ultra high vacuum situ study catalyst necessity group use ray synchrotron radiation photoelectron spectroscopy xps', 'electronic change', 'induced auger', 'study catalyst', 'radiation photoelectron', 'derived study', 'intermediate lower', 'conclusion important', 'structural electronic', 'electron spectroscopy', 'achieved creating', 'ultra violet photoelectron spectroscopy ups', 'photoelectron spectroscopy', 'important information', 'process fundamental', 'model system', 'creating new', 'main goal', 'lower activation', 'determine structure', 'new energetic', 'reactant interaction', 'catalytic treatment', 'goal catalyst', 'temperature programmed desorption tpd', 'interaction catalyst', 'fundamental importance', 'surface undergo', 'programmed desorption', 'violet photoelectron', 'importance group', 'rate reaction', 'spectroscopy ups', 'srpes', 'lead new', 'spectroscopy xaes', 'catalyst surface', 'understanding reaction', 'study model', 'understanding reaction mechanism various heterogeneous catalytic process fundamental importance group main goal catalyst increase rate reaction achieved creating new energetic pathway reaction', 'order draw', 'necessity group', 'increase rate', 'ray induced auger electron spectroscopy xaes', 'model catalyst', 'system important', 'synchrotron radiation', 'ultra violet', 'activation energy', 'secondary ion mass spectroscopy sims situ catalytic treatment', 'safe conclusion', 'catalyst reactant', 'composition electronic property outermost atomic layer solid material', 'information derived', 'draw safe', 'undergo structural', 'situ study', 'nap xps', 'high vacuum', 'reaction achieved', 'interaction lead', 'important order', 'catalyst necessity', 'use ray', 'ion mass', 'ray induced', 'reaction mechanism', 'heterogeneous catalytic', 'spectroscopy sims', 'energy end', 'various heterogeneous', 'sims situ', 'atomic layer', 'pathway reaction', 'ultra high', 'change reaction', 'solid material', 'group use', 'catalytic process', 'temperature programmed', 'desorption tpd', 'efficient technique', 'spectroscopy xps', 'reaction use', 'catalyst increase', 'mechanism various', 'secondary ion', 'composition electronic', 'ray synchrotron', 'auger electron', 'use efficient', 'electronic property', 'energetic pathway', 'situ catalytic'}"
87,"Karakchi, Rasha","{'fpga overlay', 'heterogeneous computing', 'specialpurpose processor', 'data analytics'}"
88,"Khan, Asif","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
89,"Khan, Jamil   A.","{'manufacturing process', 'heat transfer fluid flow phase change solidification melting casting', 'change solidification', 'khan modeling', 'dr khan', 'distribution machining', 'fluid flow', 'fluid dynamic', 'cfd analysis combustion process etc', 'temperature distribution', 'micro channel heat transfer', 'melting casting', 'related contaminant', 'ic engine', 'combustion process', 'transport room', 'channel heat', 'dr khan modeling manufacturing process', 'transfer fluid', 'solidification melting', 'process etc', 'thermodynamic analysis ic engine', 'analysis combustion', 'welding', 'micro channel', 'thermodynamic analysis', 'flow phase', 'phase change', 'temperature distribution machining', 'analysis ic', 'heat transfer', 'experimental fluid', 'computational experimental fluid dynamic related contaminant transport room', 'transfer porous', 'heat transfer porous medium', 'porous medium', 'dynamic related', 'computational experimental', 'cfd analysis', 'contaminant transport', 'modeling manufacturing'}"
90,"Kidane, Addis ","{'dynamic behavior material', 'behavior material', 'multifunctional material', 'image correlation', 'dynamic behavior', 'digital image correlation', 'digital image'}"
91,"Knight, Travis W.","{'power including', 'dr knight', 'alternative us', 'dr knight area advanced nuclear fuel material', 'including hydrogen', 'fuel cycle', 'nuclear fuel cycle', 'us nuclear', 'advanced nuclear', 'space nuclear', 'nuclear power', 'nuclear safeguard', 'space nuclear power propulsion', 'fuel material', 'area advanced', 'power propulsion', 'knight area', 'alternative us nuclear power including hydrogen', 'nuclear fuel'}"
92,"Koppel, Tarmo","{'health safety monitoring', 'smart workplace', 'virtual assistant', 'internet thing', 'health safety', 'threat assessment', 'internet thing iot', 'threat assessment risk management', 'sensor network', 'tarmo koppel', 'smart manufacturing', 'topic ai', 'industry', 'safety monitoring', 'remote sensing', 'thing iot', 'assessment risk', 'application business', 'business virtual', 'tarmo koppel topic ai application business virtual assistant chatbots', 'ai application', 'koppel topic', 'decision support', 'assistant chatbots', 'risk management', 'productivity enhancement'}"
93,"Lauterbach, Jochen","{'conversion', 'ammonia decomposition', 'heterogeneous catalysis', 'ammonia decomposition synthesis', 'decomposition synthesis', 'machine learning', 'highthroughput screening'}"
94,"Lee, Dongkyu","{'energy application', 'nanostructured oxide', 'oxide electrocatalysis'}"
95,"Lessner , Susan M.","{'relationship mechanical', 'rupture arterial', 'heart attack', 'gene expression', 'syndrome material', 'aim develop method identify patient elevated risk acute cardiovascular syndrome material failure play major role use experimental computational approach understand artery wall failure mechanism collaborate faculty mechanical engineering uofsc', 'reduce incidence', 'result adverse', 'patient elevated', 'surgeon greenville', 'bldg room', 'engineering uofsc', 'type factor', 'mechano sensitive', 'material failure', 'plaque progression', 'new blood', 'evidence suggests', 'interested intraplaque', 'focus understanding', 'study micromechanics arterial tissue failure plaque rupture arterial dissection', 'computational approach', 'model human', 'loading environment', 'medicine bldg', 'adverse interaction', 'sc lessner work focus vascular biology biomechanics atherosclerosis', 'biological side', 'vessel growth', 'mouse model', 'biomechanics front', 'incidence plaque', 'vascular biology', 'interaction biomechanical', 'biological factor', 'biology biomechanics', 'interplay type', 'rupture result', 'cause acute', 'faculty mechanical', 'sensitive gene', 'school medicine bldg room garner ferry road columbia', 'intraplaque angiogenesis', 'school medicine', 'failure play', 'emphasis mechanical', 'rupture leading', 'cardiovascular event', 'work focus', 'method identify', 'identify patient', 'road columbia', 'cardiovascular syndrome', 'mechanical engineering', 'aim develop', 'lessner work', 'greenville hospital', 'order develop', 'elevated risk', 'rupture biological', 'musc', 'leading cause', 'mechanical failure', 'mechanical loading', 'attack stroke', 'mechano sensitive gene expression biomechanics front', 'palmetto health', 'understand artery', 'sc lessner', 'particularly interested', 'transgenic mouse', 'major role', 'destabilizing factor plaque progression use transgenic mouse model human endarterectomy specimen examine relationship mechanical loading environment', 'matrix organization', 'failure plaque', 'angiogenesis atherosclerotic', 'stroke evidence', 'play major', 'atherosclerotic plaque', 'tissue failure', 'role use', 'develop method', 'acute cardiovascular', 'human endarterectomy', 'factor plaque', 'examine relationship', 'garner ferry', 'specimen examine', 'order develop method reduce incidence plaque rupture biological side', 'focus vascular', 'use transgenic', 'new blood vessel growth', 'use experimental', 'together vascular', 'together vascular surgeon greenville hospital', 'method reduce', 'ferry road', 'progression use', 'artery wall', 'vascular surgeon', 'risk acute', 'rupture intraplaque', 'arterial dissection', 'collaborate faculty', 'biomechanical biological', 'biomechanics atherosclerosis', 'blood vessel', 'approach understand', 'arterial tissue', 'suggests plaque', 'understanding interplay', 'plaque rupture', 'emphasis mechanical failure plaque rupture intraplaque angiogenesis atherosclerotic plaque rupture leading cause acute cardiovascular event heart attack stroke evidence suggests plaque rupture result adverse interaction biomechanical biological factor focus understanding interplay type factor', 'micromechanics arterial', 'expression biomechanics', 'endarterectomy specimen', 'wall failure', 'particularly interested intraplaque angiogenesis', 'factor focus', 'study micromechanics', 'experimental computational', 'mechanism collaborate', 'failure mechanism', 'destabilizing factor', 'room garner', 'event heart'}"
96,"Lewis, Jeremy ","{'undergraduate course', 'teach various', 'jeremy lewis teach various undergraduate course', 'lewis teach', 'jeremy lewis', 'various undergraduate'}"
97,"Li, Chen ","{'controlling two', 'flow physic', 'phase heat', 'prediction', 'verifying theory', 'theory two', 'behavior application', 'application theory', 'flow micro', 'phase transport', 'dr li', 'nano scale', 'aim basic', 'li micro', 'scale two', 'control modeling aim basic developing verifying theory two phase transport behavior application theory towards controlling two phase heat flow micro nano scale', 'dr li micro nano scale two phase heat flow physic', 'theory towards', 'heat flow', 'developing verifying', 'transport behavior', 'towards controlling', 'two phase', 'modeling aim', 'micro nano', 'basic developing', 'control modeling'}"
