,researcher_name,skills
46,"Farouk, Tanvir   I.","{'energy', 'multiphysics modeling', 'thermalfluid science', 'combustion', 'plasma'}"
47,"Fenner, Stephen A. ","{'professor fenner', 'professor fenner core theoretical foundation computing computability computational complexity', 'computability computational', 'quantum computing', 'core theoretical', 'computational complexity', 'especially quantum', 'foundation computing', 'computing computability', 'fenner core', 'theoretical foundation', 'computing information', 'especially quantum computing information'}"
48,"Fiedler, Kirk","{'business', 'computer science'}"
49,"Flora, Joseph","{'computer modeling', 'process water quality engineering', 'computer modeling water quality engineering process', 'modeling water', 'quality engineering', 'molecular modeling', 'process water', 'modeling environmental', 'environmental reaction', 'main molecular', 'engineering process', 'water quality', 'dr flora main molecular modeling environmental reaction', 'dr flora', 'flora main'}"
50,"Gadala-Maria, Francis","{'stanford', 'engineering centerroom', 'engineering centerroom main streetcolumbia', 'main streetcolumbia', 'sc', 'centerroom main'}"
51,"Gassman, Sarah","{'geotechnical', 'civil', 'engineering'}"
52,"Gatzke, Edward P.","{'formulation involving', 'constrained mixed', 'improve productivity', 'used develop', 'proposed application', 'taking discrete', 'parallel programming', 'branch reduce', 'efficient operation', 'characteristic variety', 'effort mixed', 'large scale system', 'new moving', 'sc gatzke area process modeling', 'particulate processing', 'develop process', 'process modeling', 'unknown value', 'optimization efficient', 'area particulate', 'sc gatzke', 'nonconvex nonseparable', 'room main', 'operation chemical', 'understanding dynamic', 'optimization problem', 'scale system', 'variety controller', 'value proposed', 'product variability', 'reduce method', 'easily directly', 'method used', 'new moving horizon formulation involving unknown value taking discrete value proposed application require online solution constrained mixed integer optimization problem ongoing effort parallel programming effort mixed integer optimization', 'integer optimization', 'street columbia', 'reduce product', 'control', 'including parallel nonconvex nonseparable mixed integer outer approximation parallel nonconvex branch reduce method application area particulate processing', 'involving unknown', 'discrete value', 'mixed integer', 'outer approximation', 'require online', 'value taking', 'nonconvex branch', 'nonseparable mixed', 'gatzke area', 'acquired instrumentation', 'parallel nonconvex', 'solution constrained', 'main street', 'programming effort', 'large scale', 'variability improve', 'moving horizon', 'diagnostic method', 'developed reduce', 'area process', 'process information', 'effort parallel', 'information easily', 'estimation diagnostic', 'requires fundamental', 'optimization efficient operation chemical process requires fundamental understanding dynamic nonlinear characteristic variety controller formulation developed reduce product variability improve productivity estimation diagnostic method used develop process information easily directly acquired instrumentation recently', 'application require', 'online solution', 'nonlinear characteristic', 'including parallel', 'approximation parallel', 'directly acquired', 'fundamental understanding', 'application area', 'productivity estimation', 'process requires', 'horizon formulation', 'integer outer', 'bio process', 'room main street columbia', 'problem ongoing', 'ongoing effort', 'formulation developed', 'controller formulation', 'method application', 'chemical process', 'dynamic nonlinear', 'instrumentation recently'}"
53,"Gerdes, Jr., John H.","{'suite', 'article appeared', 'authored two', 'associate editor', 'shanghai', 'c teach', 'certificate support', 'information system', 'ithaca', 'management dr', 'science vanderbilt', 'lehigh', 'one development', 'jia tong', 'ha taught', 'vanderbilt', 'user privacy', 'ph information', 'measurement coke', 'professor department', 'china article appeared communication acm', 'computer science vanderbilt', 'tenn b', 'public key', 'software development', 'coke temperature', 'pa eng', 'computer science', 'journal ha authored two patent', 'gerdes associate', 'innovation assembly', 'assembly street', 'system vanderbilt', 'database management dr gerdes hold b eng mechanical engineering cornell', 'eng mechanical', 'ha authored', 'department integrated', 'appeared communication', 'support system', 'decision support system', 'hold b', 'gerdes hold', 'electronic commerce', 'columbia', 'site development', 'ohio state', 'dr gerdes', 'california riverside', 'privacy currently', 'support user', 'telecommunication system', 'commerce telecommunication', 'innovation assembly street', 'integrated information', 'mechanical engineering', 'dr john gerdes associate professor department integrated information', 'web site development', 'b eng', 'sc', 'engineering cornell', 'associate professor', 'web site', 'dr john', 'vanderbilt ha', 'journal ha', 'one dealign measurement coke temperature', 'one dealign', 'new public', 'john gerdes', 'taught ohio', 'decision support', 'two patent', 'database management', 'cornell', 'china article', 'key certificate', 'development new', 'communication acm', 'c teach software development', 'one development new public key certificate support user privacy currently associate editor electronic commerce telecommunication system', 'teach software', 'transaction iie', 'nashville', 'tenn', 'currently associate', 'editor electronic', 'bethlehem', 'ph information system vanderbilt ha taught ohio state', 'dealign measurement'}"
54,"Gholizadeh, Sona","{'system analysis', 'engineering education', 'higher education'}"
55,"Gibbons, Joseph H.","{'ph', 'pittsburgh'}"
56,"Ginn, Herbert L.","{'main street', 'carolinamississippi state', 'swearingenroom main street columbia', 'swearingenroom main', 'sc carolinamississippi state', 'street columbia', 'sc carolinamississippi'}"
57,"Giurgiutiu (Jurjutzu), Victor","{'physic applied', 'mechanic topic', 'multi physic', 'mechanical engineer', 'dr giurgiutiu', 'chapter many', 'active material', 'structural health', 'giurgiutiu span', 'book chapter', 'american society', 'multi physic applied mechanic topic dr giurgiutiu ha published several book book chapter many journal article conference paper fellow royal aeronautical society raes american society mechanical engineer asme associate editor aeronautical journal raes', 'associate editor', 'royal aeronautical', 'dr giurgiutiu span active material', 'smart structure', 'conference paper', 'published several', 'health monitoring', 'journal raes', 'journal article', 'topic dr', 'article conference', 'aeronautical journal', 'span active', 'mechatronics', 'editor aeronautical', 'applied mechanic', 'society mechanical', 'ha published', 'aeronautical society', 'several book', 'asme associate', 'many journal', 'fellow royal', 'society raes', 'giurgiutiu ha', 'structural health monitoring', 'paper fellow', 'engineer asme', 'book book', 'raes american'}"
58,"Glenn Jr., Odell","{'asthma trigger', 'essential oil', 'education along', 'fundamental key', 'involved development', 'new unique', 'dry ice', 'technology abatement', 'allergen bound', 'trigger produced', 'elisa assay', 'fundamental aspect', 'aspect novel', 'oil cfd', 'passion education', 'effectiveness using', 'reduce potency', 'assay wa', 'investigated present', 'produced indoor', 'engineering education', 'home effectiveness', 'protein involved', 'novel technology', 'investigating new', 'educator student', 'indoor environment', 'essential oil cfd modeling elisa assay wa investigated present passion education along engineering education investigating new unique way teach undergraduate core fundamental key educator student', 'modeling elisa', 'present passion', 'bound dry', 'particle home', 'abatement allergenic', 'allergenic protein', 'undergraduate core', 'approach potentially', 'dust particle', 'along engineering', 'education investigating', 'way teach', 'using dry', 'key educator', 'environment allergen', 'fundamental aspect novel technology abatement allergenic protein involved development approach potentially reduce potency asthma trigger produced indoor environment allergen bound dry dust particle home effectiveness using dry ice', 'potentially reduce', 'core fundamental', 'potency asthma', 'development approach', 'wa investigated', 'unique way', 'cfd modeling', 'teach undergraduate', 'dry dust'}"
59,"Goharian, Erfan","{'integrated water', 'integrated water resource management', 'system analysis', 'resource management', 'hydroinformatics', 'water resource'}"
60,"Gower, R. Michael","{'immunoengineering', 'biomaterials'}"
61,"Gray, Joshua","{'ranging educational', 'member adjunct', 'several start', 'used nuclear', 'art experience', 'founder nonprofit', 'use disorder', 'development alternative separation process used nuclear fuel', 'area material', 'area fuel', 'heat transfer', 'corrosion sustainable', 'laboratory system', 'process used', 'liberal art', 'school chemical', 'currently co', 'professor working', 'profit social', 'separation process', 'national laboratory', 'worked area', 'engineering localized', 'supported liberal', 'serving mentor', 'mentoring role', 'fluid solar', 'diverse background', 'experienced engineer diverse background ranging educational instruction mentoring role', 'cell application', 'battery component', 'solar energy', 'temperature heat', 'energy application', 'committee member', 'storage fuel', 'educational role', 'based non', 'social work', 'experience primarily', 'extensive experience development environment', 'participated several', 'transfer fluid', 'instruction mentoring', 'ups community', 'development environment', 'community based', 'high temperature', 'fuel cell', 'primarily involves', 'entrepreneurial start ups community based non profit social work educational role range experience teaching assistant graduate school chemical engineering laboratory', 'department state', 'recovery substance', 'working national', 'graduate school', 'laboratory manager', 'nuclear fuel', 'serving laboratory manager instructor chemistry department state supported liberal art experience primarily involves application electrochemical engineering localized corrosion sustainable energy application worked area material compatibility corrosion susceptibility high temperature heat transfer fluid solar energy', 'currently co founder nonprofit area recovery substance use disorder', 'experience development', 'manager instructor', 'entrepreneurial start', 'application worked', 'state supported', 'range experience', 'application electrochemical', 'nonprofit area', 'non profit', 'extensive experience', 'hydrogen storage fuel cell application', 'experienced engineer', 'work educational', 'ups area', 'co founder', 'role range', 'experience teaching', 'mentor thesis', 'susceptibility high', 'component characterization', 'start ups', 'teaching assistant', 'chemistry department', 'storage technology', 'development alternative', 'sustainable energy', 'educational instruction', 'material compatibility', 'adjunct professor', 'hydrogen storage', 'compatibility corrosion', 'engineering laboratory', 'characterization participated', 'engineer diverse', 'electrochemical engineering', 'serving mentor thesis committee member adjunct professor working national laboratory system', 'battery component characterization participated several start ups area fuel cell hydrogen storage technology', 'involves application', 'cell hydrogen', 'serving laboratory', 'thesis committee', 'instructor chemistry', 'alternative separation', 'background ranging', 'substance use', 'corrosion susceptibility', 'area recovery', 'assistant graduate', 'chemical engineering', 'localized corrosion'}"
62,"Gross, Andrew J.","{'nanoscale constituent', 'characterization architected material', 'data calibration', 'dr gross', 'gross center', 'material includes', 'mechanical property', 'especially nanoscale', 'experimental data', 'well use', 'constituent well', 'center mechanical', 'architected material', 'dr gross center mechanical property material includes design', 'calibration material', 'field experimental', 'includes design', 'material model', 'especially nanoscale constituent well use full field experimental data calibration material model', 'property material', 'use full', 'fabrication', 'full field', 'characterization architected'}"
63,"Gumina, Sharon","{'routing switching', 'sql developer', 'experience developer', 'developer oracle', 'educator information', 'operation routing', 'center assembly', 'cyber security', 'ccna ccna', 'suite office columbia', 'authorized cybersecurity', 'information technology', 'network authorized', 'developer using', 'educator information technology cisco academy instructor cyber security operation routing switching ccna ccna', 'analyst', 'security operation', 'suite office', 'version developer', 'assembly street', 'alto network', 'innovation center assembly street', 'academy instructor', 'sc year experience developer', 'palo alto', 'various tool', 'cisco academy', 'visual studio', 'tool including', 'cybersecurity academy', 'including sql', 'studio palo', 'version developer using various tool including sql developer oracle visual studio palo alto network authorized cybersecurity academy instructor', 'technology cisco', 'using various', 'sc year', 'switching ccna', 'oracle visual', 'office columbia', 'instructor cyber', 'year experience', 'innovation center'}"
64,"Gürdal, Zafer ","{'multidisciplinary design', 'structural multidisciplinary', 'structural multidisciplinary design'}"
65,"Haj-Hariri, Hossein ","{'fluid mechanic', 'thermal management', 'applied mathematics'}"
66,"Harik, Ramy","{'held columbia', 'dr harik textbook manufacturing education featuring traditional emergent manufacturing topic', 'aerospace conference', 'chair ace', 'textbook manufacturing', 'international journal', 'sigma honor', 'conducting automated fiber placement education join mechanical engineering master science', 'ha million', 'automated manufacturing', 'design cad', 'scientist nasa', 'associate editor', 'manufacturing topic', 'pi tau', 'industrial mechanical', 'resident researcher', 'faculty member department mechanical engineering resident researcher mcnair center aerospace innovation currently visiting scientist nasa langley', 'computer aided', 'technical symposium', 'technology master', 'award pi', 'million usd', 'education featuring', 'manufacturing computer aided manufacturing cam dr harik associate editor computer aided design application international journal ha million usd funding boeing', 'mcnair center', 'master science', 'fiber placement', 'funded student', 'course computer', 'department commerce', 'plm international', 'automated fiber', 'society dr', 'dr harik', 'honor society', 'researcher mcnair', 'featuring traditional', 'cam dr', 'manufacturing education', 'manufacturing cam', 'dassault aviation', 'conference held', 'automated manufacturing engineering technology master science industrial mechanical engineering doctor philosophy mainly teach course computer aided design cad', 'wa chair', 'nasa', 'design application', 'teach course', 'philosophy mainly', 'sc department', 'manufacturing computer', 'currently visiting', 'engineering resident', 'fulbright scholar', 'member department', 'aviation funded', 'international conference', 'conducting automated', 'outstanding young', 'nasa langley', 'innovation currently', 'education join', 'mechanical engineering', 'harik textbook', 'exhibition wa', 'fokker aerostructures', 'dassault aviation funded student several agency recipient outstanding young educator award pi tau sigma honor society dr harik chair ace', 'student several', 'ace technical', 'center aerospace', 'join mechanical', 'harik chair', 'ace ace technical symposium aerospace conference exhibition wa chair plm international conference held columbia', 'journal ha', 'science industrial', 'harik associate', 'emergent manufacturing', 'sc department commerce', 'faculty member', 'ace ace', 'traditional emergent', 'aerospace innovation', 'young educator', 'aided design', 'several agency', 'engineering master', 'funding boeing', 'conference exhibition', 'educator award', 'engineering doctor', 'doctor philosophy', 'manufacturing engineering', 'usd funding', 'visiting scientist', 'agency recipient', 'placement education', 'editor computer', 'department mechanical', 'symposium aerospace', 'recipient outstanding', 'tau sigma', 'engineering technology', 'application international', 'mainly teach', 'chair plm', 'aided manufacturing'}"
67,"Henrich, Silke","{'biomedical catawba stroom', 'biomedical catawba', 'catawba stroom'}"
68,"Heyden, Andreas","{'uncertainty quantification', 'multiscale modeling', 'electrocatalysis', 'computational catalysis', 'biomass catalysis'}"
69,"Hikmet, Neset","{'health information', 'health information technology', 'information technology', 'health informatics', 'information system'}"
70,"Hoque, Shamia","{'sustainable technology', 'healthy building', 'transportation environment', 'metamodel'}"
71,"Hu, Jianjun","{'bioinformatics', 'material informatics', 'evolutionary computation', 'deep learning', 'machine learning'}"
72,"Hu, Ming","{'thermal transport', 'novel energy', 'energy nanotechnology', 'transport process', 'multi scale', 'advanced thermal', 'transport novel', 'modeling simulation', 'energy system', 'dr hu', 'complex energy', 'transfer advanced', 'process full', 'heat transfer', 'modeling complex', 'interfacial heat', 'list publication', 'particular low', 'multi scale multiphysics modeling complex energy transport process full list publication', 'dr hu modeling simulation micro nano scale thermal transport novel energy system', 'dimensional material', 'hu modeling', 'low dimensional', 'multiphysics modeling', 'full list', 'scale thermal', 'energy transport', 'material nanostructures', 'interfacial heat transfer advanced thermal management', 'nano scale', 'micro nano', 'simulation micro', 'scale multiphysics', 'thermal management', 'particular low dimensional material nanostructures'}"
73,"Huang, Chin-Tser","{'distributed system', 'network protocol', 'protocol design', 'network security', 'network protocol design verification', 'design verification'}"
74,"Huang, Kevin ","{'electrochemistry', 'gas membrane', 'fuel cell', 'modeling', 'battery'}"
75,"Huang, Xinyu ","{'durability', 'coating', 'fuel cell', 'composite'}"
76,"Huhns, Michael N.","{'computer vision', 'ontology', 'serviceoriented computing', 'multiagent system', 'distributed computing'}"
77,"Humphries, Wilfred Kenneth","{'including order', 'deep shallow foundation', 'palmetto highest', 'rank fellow', 'flexible pavement', 'engineering community', 'geotechnical consultant', 'rank fellow asce nspe', 'national engineering', 'retaining wall', 'highest honor', 'public service', 'employee year', 'among others', 'letalier cup', 'service award', 'wall present', 'engineering firm', 'practice soil', 'national engineering firm approximately', 'professional practice soil dynamic', 'soil stabilization', 'soil dynamic', 'humphries service', 'effect blasting', 'engineer year', 'public service award', 'employee location city recognition dr humphries service engineering community', 'received numerous', 'deep shallow', 'government employee year', 'award honor', 'blasting structure', 'professional practice', 'senior geotechnical', 'ha received numerous award honor including order palmetto highest honor', 'dr humphries', 'serf senior', 'lateral earth', 'asce nspe', 'ha received', 'government employee', 'employee location', 'numerous award', 'service engineering', 'honor including', 'fellow asce', 'teaching', 'effect blasting structure', 'recognition dr', 'lateral earth pressure', 'earth pressure', 'city recognition', 'consultant terracon', 'firm approximately', 'humphries serf', 'shallow foundation', 'location city', 'order palmetto', 'dr humphries serf senior geotechnical consultant terracon consultant', 'area', 'inc', 'terracon consultant', 'retaining wall present'}"
78,"Huray, Paul G.","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
79,"Huynh, Nathan","{'freight', 'logistics', 'health care', 'port operation', 'drayage'}"
80,"Imran, Jasim","{'numerical experimental modeling', 'turbidity current', 'unsteady free', 'surface flow', 'numerical experimental', 'sediment transport', 'mass gravity flow', 'gravity flow', 'mass gravity', 'free surface', 'unsteady free surface flow', 'experimental modeling'}"
81,"Jabbari, Esmaiel","{'biomaterials', 'protein delivery', 'tissue engineering'}"
82,"Jabbarzadeh, Ehsan","{'biomaterials recapitulate', 'vascular tissue', 'construct single', 'engineering yanez', 'single cell', 'model intercellular', 'appropriate response', 'proliferation differentiation investigation lab revolve around cell sense distinctive type mechanical', 'using natural', 'parallel effort', 'biochemical morphological', 'intercellular signaling', 'jabbarzadeh', 'output associated', 'pharmaceutical design', 'modulation inflammatory response implanted biomaterials using natural compound', 'distinctive type', 'work complemented', 'effort construct', 'response work', 'design engineering', 'differentiation tissue', 'biochemical property', 'cell sense', 'development engineering', 'room main', 'linked signaling', 'tissue engineering', 'mechanism associated', 'implanted biomaterials', 'sc overarching', 'sc overarching theme robust design engineering tissue understanding modeling environmental effect stem cell differentiation tissue remodeling development engineering microenvironments based carbon nanotube array finely controllable biophysical biochemical property investigation molecular mechanism associated cell migration', 'microenvironments based', 'bone vascular', 'mathematical model', 'remodeling development', 'based carbon', 'blanchette', 'tissue remodeling', 'controllable biophysical', 'street columbia', 'application bone', 'carbon nanotube', 'revolve around', 'environmental effect', 'recapitulate key', 'commitment addition', 'modulation inflammatory', 'inflammatory response', 'characteristic natural', 'proliferation differentiation', 'engineering tissue', 'associated fate', 'matrix application', 'lab revolve', 'development biomaterials', 'signaling event', 'investigation molecular', 'extracellular matrix', 'understanding modeling', 'current pharmaceutical', 'biophysical biochemical', 'sense distinctive', 'engineering microenvironments', 'around cell', 'main street', 'molecular mechanism', 'event linked', 'modeling environmental', 'natural compound', 'response implanted', 'morphological cue', 'complemented parallel', 'press', 'investigation lab', 'actively pursuing', 'robust design', 'cue integrate', 'integrate generate', 'type mechanical', 'fate commitment', 'finely controllable', 'theme robust', 'laboratory actively', 'based mathematical', 'natural extracellular', 'laboratory actively pursuing development biomaterials recapitulate key characteristic natural extracellular matrix application bone vascular tissue engineering yanez', 'array finely', 'generate appropriate', 'property investigation', 'current pharmaceutical design', 'nanotube array', 'cell based', 'biochemical morphological cue integrate generate appropriate response work complemented parallel effort construct single cell based mathematical model intercellular signaling event linked signaling output associated fate commitment addition', 'room main street columbia', 'cell migration', 'overarching theme', 'key characteristic', 'tissue understanding', 'associated cell', 'differentiation investigation', 'pursuing development', 'signaling output', 'cell differentiation', 'biomaterials using', 'effect stem', 'stem cell'}"
83,"Jalilvand, Golareh","{'microelectronics ha', 'jalilvand contribution', 'heterogeneous integration', 'lab central', 'ic assisted', 'thermo mechanical', 'uofsc faculty', 'jalilvand assistant', 'green paradigm', 'collaboration department', 'dr golareh', 'circuit ic', 'material interconnection', 'unique electroplating', 'field thin', 'based integration', 'learning method', 'mechanical reliability', 'via tsv', 'platform prior', 'recognized several', 'focused thin', 'thermo mechanical reliability solder joint', 'currently working microstructure optimization via unique electroplating technique enhance reliability ic interconnects', 'microstructure property', 'faculty course', 'microelectronics fabrication', 'sc ph', 'new interconnect', 'worked silicon glass via tsv tgv based integration', 'wa graduate assistant microelectronics fabrication reliability lab central florida', 'fabrication reliability', 'novel material', 'several national', 'dr jalilvand', 'prior joining', 'computer science', 'reliability solder', 'assisted machine', 'jalilvand microstructure', 'professor chemical', 'tgv based', 'dr golareh jalilvand assistant professor chemical engineering department uofsc received sc', 'nano electronics', 'golareh jalilvand', 'course ph', 'enhance reliability', 'uofsc received', 'microstructure optimization', 'material science', 'focused thin film solid oxide fuel cell energy conversion green paradigm', 'international platform', 'reliability ic', 'glass via', 'graduate assistant', 'fuel cell', 'machine learning', 'interconnect material', 'engineering department', 'science engineering', 'method developed', 'solid oxide', 'conversion green', 'cell energy', 'studied new', 'engineering uofsc', 'property relationship', 'technique enhance', 'integration packaging', 'studied new interconnect material dr jalilvand microstructure property relationship interconnects integrated circuit ic assisted machine learning method developed collaboration department computer science engineering uofsc', 'engineering prior', 'department uofsc', 'via unique', 'reliability lab', 'electroplating technique', 'heterogeneous integration packaging micro nano electronics dr jalilvand contribution field thin film integrated microelectronics ha recognized several national international platform prior microelectronics', 'ic interconnects', 'received sc', 'sc ph material science engineering prior joining uofsc faculty course ph', 'micro nano', 'tsv tgv', 'film solid', 'ph material', 'packaging micro', 'novel material interconnection', 'assistant professor', 'film integrated', 'oxide fuel', 'department computer', 'assistant microelectronics', 'thin film', 'interconnects integrated', 'optimization via', 'silicon glass', 'currently working', 'worked silicon', 'working microstructure', 'solder joint', 'prior microelectronics', 'central florida', 'joining uofsc', 'integrated microelectronics', 'energy conversion', 'electronics dr', 'integrated circuit', 'material dr', 'relationship interconnects', 'contribution field', 'ha recognized', 'national international', 'wa graduate', 'developed collaboration', 'chemical engineering'}"
84,"Jamshidi, Pooyan ","{'machine learning system', 'adversarial machine', 'artificial intelligence', 'autonomic computing', 'learning system', 'computer system', 'adversarial machine learning', 'machine learning'}"
85,"Kanapala, Neema ","{'neema kanapala', 'various undergraduate', 'undergraduate course', 'kanapala teach', 'neema kanapala teach various undergraduate course', 'teach various'}"
86,"Karakalos, Stavros G.","{'increase rate', 'electronic property', 'vacuum situ', 'desorption tpd', 'lower activation', 'situ catalytic', 'understanding reaction', 'photoelectron spectroscopy', 'programmed desorption', 'layer solid', 'composition electronic property outermost atomic layer solid material', 'study catalyst', 'synchrotron radiation', 'electronic change', 'electron spectroscopy', 'various heterogeneous', 'mechanism various', 'ultra violet photoelectron spectroscopy ups', 'srpes', 'activation energy', 'catalyst necessity', 'induced auger', 'ray synchrotron', 'temperature programmed desorption tpd', 'system important', 'important order', 'study model', 'achieved creating', 'auger electron', 'spectroscopy xaes', 'atomic layer', 'radiation photoelectron', 'goal catalyst', 'composition electronic', 'understanding reaction mechanism various heterogeneous catalytic process fundamental importance group main goal catalyst increase rate reaction achieved creating new energetic pathway reaction', 'pathway reaction', 'nap xps', 'interaction catalyst', 'new intermediate', 'new energetic', 'catalyst surface', 'necessity group', 'use ray', 'order draw', 'study model system important order draw safe conclusion important information derived study model catalyst surface undergo structural electronic change reaction use efficient technique ultra high vacuum situ study catalyst necessity group use ray synchrotron radiation photoelectron spectroscopy xps', 'use efficient', 'important information', 'violet photoelectron', 'determine structure', 'intermediate lower', 'spectroscopy ups', 'safe conclusion', 'reaction achieved', 'reactant interaction', 'information derived', 'solid material', 'interaction lead', 'reaction use', 'situ study', 'efficient technique', 'energy end', 'ultra violet', 'technique ultra', 'undergo structural', 'catalyst increase', 'reaction mechanism', 'model catalyst', 'spectroscopy sims', 'interaction catalyst reactant interaction lead new intermediate lower activation energy end', 'group use', 'ultra high', 'catalytic treatment', 'rate reaction', 'tprs', 'secondary ion mass spectroscopy sims situ catalytic treatment', 'spectroscopy xps', 'lead new', 'process fundamental', 'structural electronic', 'catalytic process', 'conclusion important', 'group main', 'secondary ion', 'model system', 'energetic pathway', 'creating new', 'temperature programmed', 'importance group', 'draw safe', 'high vacuum', 'surface undergo', 'main goal', 'ray induced', 'heterogeneous catalytic', 'property outermost', 'catalyst reactant', 'ion mass', 'mass spectroscopy', 'derived study', 'outermost atomic', 'fundamental importance', 'sims situ', 'ray induced auger electron spectroscopy xaes', 'change reaction'}"
87,"Karakchi, Rasha","{'specialpurpose processor', 'data analytics', 'fpga overlay', 'heterogeneous computing'}"
88,"Khan, Asif","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
89,"Khan, Jamil   A.","{'modeling manufacturing', 'computational experimental', 'manufacturing process', 'dr khan', 'analysis ic', 'combustion process', 'welding', 'change solidification', 'solidification melting', 'transfer porous', 'heat transfer', 'fluid dynamic', 'dynamic related', 'experimental fluid', 'porous medium', 'channel heat', 'ic engine', 'fluid flow', 'contaminant transport', 'temperature distribution', 'cfd analysis combustion process etc', 'khan modeling', 'phase change', 'micro channel heat transfer', 'micro channel', 'temperature distribution machining', 'distribution machining', 'transport room', 'analysis combustion', 'melting casting', 'process etc', 'cfd analysis', 'transfer fluid', 'flow phase', 'dr khan modeling manufacturing process', 'heat transfer fluid flow phase change solidification melting casting', 'thermodynamic analysis ic engine', 'heat transfer porous medium', 'thermodynamic analysis', 'related contaminant', 'computational experimental fluid dynamic related contaminant transport room'}"
90,"Kidane, Addis ","{'digital image correlation', 'multifunctional material', 'dynamic behavior material', 'image correlation', 'digital image', 'dynamic behavior', 'behavior material'}"
91,"Knight, Travis W.","{'knight area', 'power including', 'fuel cycle', 'nuclear fuel', 'nuclear fuel cycle', 'nuclear safeguard', 'including hydrogen', 'space nuclear power propulsion', 'alternative us', 'advanced nuclear', 'dr knight area advanced nuclear fuel material', 'power propulsion', 'space nuclear', 'alternative us nuclear power including hydrogen', 'dr knight', 'nuclear power', 'area advanced', 'fuel material', 'us nuclear'}"
92,"Koppel, Tarmo","{'risk management', 'assistant chatbots', 'industry', 'tarmo koppel', 'health safety', 'safety monitoring', 'decision support', 'ai application', 'productivity enhancement', 'application business', 'topic ai', 'business virtual', 'remote sensing', 'health safety monitoring', 'smart manufacturing', 'sensor network', 'koppel topic', 'internet thing', 'thing iot', 'virtual assistant', 'smart workplace', 'threat assessment risk management', 'threat assessment', 'internet thing iot', 'tarmo koppel topic ai application business virtual assistant chatbots', 'assessment risk'}"
93,"Lauterbach, Jochen","{'heterogeneous catalysis', 'ammonia decomposition synthesis', 'highthroughput screening', 'ammonia decomposition', 'decomposition synthesis', 'conversion', 'machine learning'}"
94,"Lee, Dongkyu","{'nanostructured oxide', 'energy application', 'oxide electrocatalysis'}"
95,"Lessner , Susan M.","{'collaborate faculty', 'elevated risk', 'musc', 'medicine bldg', 'surgeon greenville', 'aim develop', 'rupture leading', 'aim develop method identify patient elevated risk acute cardiovascular syndrome material failure play major role use experimental computational approach understand artery wall failure mechanism collaborate faculty mechanical engineering uofsc', 'use transgenic', 'role use', 'failure mechanism', 'evidence suggests', 'arterial tissue', 'together vascular', 'approach understand', 'emphasis mechanical failure plaque rupture intraplaque angiogenesis atherosclerotic plaque rupture leading cause acute cardiovascular event heart attack stroke evidence suggests plaque rupture result adverse interaction biomechanical biological factor focus understanding interplay type factor', 'biomechanics atherosclerosis', 'new blood', 'plaque rupture', 'expression biomechanics', 'suggests plaque', 'mechano sensitive', 'study micromechanics arterial tissue failure plaque rupture arterial dissection', 'focus vascular', 'sensitive gene', 'mechanical failure', 'new blood vessel growth', 'vessel growth', 'road columbia', 'method identify', 'gene expression', 'syndrome material', 'destabilizing factor plaque progression use transgenic mouse model human endarterectomy specimen examine relationship mechanical loading environment', 'plaque progression', 'sc lessner', 'mechano sensitive gene expression biomechanics front', 'rupture arterial', 'experimental computational', 'wall failure', 'use experimental', 'interested intraplaque', 'room garner', 'specimen examine', 'play major', 'develop method', 'faculty mechanical', 'rupture intraplaque', 'human endarterectomy', 'ferry road', 'incidence plaque', 'factor plaque', 'atherosclerotic plaque', 'micromechanics arterial', 'biology biomechanics', 'examine relationship', 'mechanism collaborate', 'study micromechanics', 'rupture biological', 'arterial dissection', 'endarterectomy specimen', 'angiogenesis atherosclerotic', 'progression use', 'cause acute', 'order develop method reduce incidence plaque rupture biological side', 'reduce incidence', 'particularly interested', 'mouse model', 'understand artery', 'school medicine', 'engineering uofsc', 'risk acute', 'matrix organization', 'understanding interplay', 'cardiovascular event', 'particularly interested intraplaque angiogenesis', 'mechanical engineering', 'blood vessel', 'biological factor', 'order develop', 'attack stroke', 'major role', 'biomechanical biological', 'event heart', 'adverse interaction', 'mechanical loading', 'identify patient', 'patient elevated', 'together vascular surgeon greenville hospital', 'interaction biomechanical', 'school medicine bldg room garner ferry road columbia', 'focus understanding', 'cardiovascular syndrome', 'leading cause', 'garner ferry', 'failure plaque', 'method reduce', 'palmetto health', 'intraplaque angiogenesis', 'stroke evidence', 'sc lessner work focus vascular biology biomechanics atherosclerosis', 'transgenic mouse', 'computational approach', 'artery wall', 'material failure', 'greenville hospital', 'biomechanics front', 'type factor', 'model human', 'vascular surgeon', 'work focus', 'heart attack', 'failure play', 'emphasis mechanical', 'relationship mechanical', 'destabilizing factor', 'factor focus', 'result adverse', 'bldg room', 'loading environment', 'biological side', 'tissue failure', 'acute cardiovascular', 'vascular biology', 'interplay type', 'rupture result', 'lessner work'}"
96,"Lewis, Jeremy ","{'various undergraduate', 'lewis teach', 'undergraduate course', 'jeremy lewis', 'jeremy lewis teach various undergraduate course', 'teach various'}"
