,all_skills
1423,fire safety dr dryer current chemistry chemical kinetics fuel hazardous waste material related ignition
1424,net carbon
1425,production
1426,gravity environment
1427,emission generation abatement petroleum derived fuel
1428,conversion related
1429,related ignition
1430,emission generation
1431,chemistry chemical
1432,driven fundamental
1433,combustion related pollutant mitigation
1434,reduction net
1435,application driven
1436,internal combustion
1437,incineration
1438,chemical kinetic property
1439,pollutant concern
1440,ash metal
1441,transportation stationary
1442,material emission
1443,effect stationary
1444,fossil renewable energy conversion related ground transportation stationary power generation
1445,kinetics fuel
1446,oil combustion
1447,address energy
1448,renewable energy
1449,concern fire
1450,stationary energy
1451,chemical kinetics relevant space air breathing propulsion
1452,space air
1453,breathing propulsion
1454,sulfur ash
1455,related pollutant
1456,combustion
1457,burning phenomenon
1458,fuel hazardous
1459,year application
1460,emission internal
1461,interaction related
1462,abatement petroleum
1463,ground transportation
1464,rm carolinacolumbia
1465,nitrogen oxide
1466,non petroleum
1467,heavy fuel
1468,particle burning
1469,energy security
1470,aerosol particulate
1471,including hydrocarbon
1472,property non
1473,security reduction
1474,earth micro
1475,emission interaction
1476,thermal science
1477,combustion property
1478,metal component
1479,fluid dynamic
1480,aerosol particulate emission interaction including chlorine
1481,petroleum derived
1482,cycle emission
1483,catalyst material
1484,emission well
1485,chemical kinetic
1486,air breathing
1487,derived alternative
1488,chemical processing
1489,dr dryer
1490,nano catalyst
1491,combustion engine
1492,including gasoline
1493,science heat
1494,current chemistry
1495,component effect
1496,sulfur ash metal component effect stationary energy conversion
1497,carbon cycle
1498,ha addressed
1499,pi co
1500,information retrieval
1501,efficient algorithm
1502,problem database
1503,want information
1504,algorithm information
1505,professor bowles
1506,interaction ha
1507,organization search
1508,working colleague
1509,area ha
1510,spectrum problem
1511,efficient file
1512,file organization
1513,user interaction
1514,interface user
1515,professor eastman focus effective efficient algorithm information retrieval want information
1516,focus effective
1517,search interface
1518,addressed broad
1519,efficient file organization search interface user interaction ha also working colleague problem database security pi co director professor bowles nsf experience undergraduate site
1520,eastman focus
1521,correct find
1522,easily quickly find useful correct find work area ha addressed broad spectrum problem
1523,easily quickly
1524,ha also
1525,nsf experience
1526,undergraduate site
1527,colleague problem
1528,database security
1529,work area
1530,co director
1531,bowles nsf
1532,director professor
1533,also working
1534,quickly find
1535,effective efficient
1536,experience undergraduate
1537,retrieval want
1538,find useful
1539,security pi
1540,find work
1541,professor eastman
1542,useful correct
1543,broad spectrum
1544,mechanobiology
1545,cardiovascular
1546,biomechanics
1547,high gradient
1548,particle fluid
1549,consists use
1550,technique used
1551,element result
1552,energized create
1553,today major
1554,potential hgms
1555,hgms found
1556,major application
1557,well rapid
1558,small size
1559,enough collect
1560,technique consists
1561,collect particle
1562,low magnetism
1563,collection manipulation magnetic particle fluid medium
1564,use high
1565,magnetic field
1566,particle small
1567,assist magnetic
1568,cancer treatment
1569,control well
1570,field separation
1571,collection manipulation
1572,fine ferromagnetic
1573,magnetic gradient
1574,particular emphasis use high gradient magnetic separation hgms principle technique consists use fine ferromagnetic element result application external magnetic field become energized create magnetic gradient large enough collect particle small size low magnetism collection otherwise realized today major emphasis potential hgms found medical area technique used assist magnetic drug targeting cancer treatment
1575,otherwise realized
1576,area technique
1577,result application
1578,major emphasis
1579,realized today
1580,ferromagnetic element
1581,application magnetic
1582,restenosis
1583,magnetism collection
1584,found medical
1585,ebner major
1586,field become
1587,embolization control well rapid detoxification
1588,ebner major application magnetic field separation
1589,use fine
1590,collection otherwise
1591,magnetic particle
1592,emphasis potential
1593,chile
1594,manipulation magnetic
1595,gradient large
1596,principle technique
1597,application external
1598,catholic chile
1599,large enough
1600,used assist
1601,emphasis use
1602,create magnetic
1603,medical area
1604,separation hgms
1605,gradient magnetic
1606,targeting cancer
1607,embolization control
1608,external magnetic
1609,magnetic separation
1610,become energized
1611,magnetic drug
1612,drug targeting
1613,particular emphasis
1614,fluid medium
1615,hgms principle
1616,rapid detoxification
1617,size low
1618,medicinal plant
1619,wound healing
1620,natural product
1621,drug discovery
1622,killer united
1623,whose interaction malignant cell determines aggressiveness tumor myeloid cell tme mainly myeloid derived suppressor cell mdscs
1624,tumor associated macrophage tam advanced tumor
1625,cause heart
1626,goal laboratory
1627,promote atherogenesis
1628,condition macrophage
1629,derived suppressor
1630,due unique
1631,cell mdscs
1632,thrombosis direct
1633,form vicious
1634,manipulate improve
1635,receptor tlr
1636,plaque resulting
1637,suppressor cell
1638,formation inflammatory
1639,complex signaling network tune dynamic function myeloid cell favor cancer progression focused understanding signal network developing strategy manipulate improve cancer treatment
1640,tune dynamic
1641,function myeloid
1642,sc rupture vulnerable atherosclerotic plaque resulting thrombosis direct cause heart attack stroke
1643,homeostasis controlling
1644,signal network
1645,determines aggressiveness
1646,deposit disease
1647,atherosclerosis lipid
1648,strategy disrupt
1649,lipid deposit
1650,macrophage tam
1651,macrophage cholesterol
1652,developing strategy
1653,improve cancer
1654,tumor myeloid
1655,progression focused
1656,well dominant
1657,macrophage inflammation
1658,dominant inflammation
1659,advanced tumor
1660,disrupt vicious
1661,complex signaling
1662,cholesterol homeostasis
1663,atherogenesis macrophage
1664,tumor microenvironment
1665,sink well
1666,tlr ligand
1667,plaque restoring
1668,many developed
1669,inflammation machine
1670,major cell
1671,foam cell
1672,promote regression
1673,cell component
1674,unusual metabolic profile
1675,regression atherosclerotic
1676,cholesterol sink
1677,atherogenesis goal
1678,component tumor
1679,chemokines toll
1680,unique feature
1681,atherosclerotic plaque
1682,strategy manipulate
1683,associated macrophage
1684,united state
1685,direct cause
1686,machine atherogenesis
1687,inflammatory response
1688,toll like
1689,network tune
1690,myeloid derived
1691,country atherosclerosis
1692,unusual metabolic
1693,inflammatory condition
1694,cytokine chemokines
1695,aggressiveness tumor
1696,whose interaction
1697,mainly myeloid
1698,microenvironment tme
1699,dynamic function
1700,response form
1701,abundance cytokine chemokines toll like receptor tlr ligand
1702,primary cholesterol
1703,macrophage foam
1704,tme including
1705,signaling network
1706,cycle promote
1707,attack stroke
1708,dendritic cell
1709,interaction malignant
1710,vicious cycle
1711,cell tme
1712,tam advanced
1713,feature tme
1714,cell determines
1715,chronic inflammatory
1716,cell major
1717,controlling macrophage
1718,favor cancer
1719,network developing
1720,laboratory develop
1721,developed country
1722,including hypoxia
1723,understanding signal
1724,rupture vulnerable
1725,macrophage primary
1726,cell formation
1727,develop strategy
1728,inflammation myeloid
1729,cell favor
1730,restoring macrophage
1731,malignant cell
1732,heart attack
1733,resulting thrombosis
1734,abundance cytokine
1735,myeloid cell
1736,tme mainly
1737,killer united state many developed country atherosclerosis lipid deposit disease chronic inflammatory condition macrophage primary cholesterol sink well dominant inflammation machine atherogenesis macrophage foam cell formation inflammatory response form vicious cycle promote atherogenesis goal laboratory develop strategy disrupt vicious cycle promote regression atherosclerotic plaque restoring macrophage cholesterol homeostasis controlling macrophage inflammation myeloid cell major cell component tumor microenvironment tme
1738,tumor associated
1739,disease chronic
1740,sc rupture
1741,metabolic profile
1742,state many
1743,like receptor
1744,due unique feature tme including hypoxia
1745,cancer progression
1746,vulnerable atherosclerotic
1747,information security
1748,energy
1749,multiphysics modeling
1750,thermalfluid science
1751,plasma
1752,professor fenner
1753,professor fenner core theoretical foundation computing computability computational complexity
1754,computability computational
1755,quantum computing
1756,core theoretical
1757,computational complexity
1758,especially quantum
1759,foundation computing
1760,computing computability
1761,fenner core
1762,theoretical foundation
1763,computing information
1764,especially quantum computing information
1765,business
1766,computer modeling
1767,process water quality engineering
1768,computer modeling water quality engineering process
1769,modeling water
1770,quality engineering
1771,molecular modeling
1772,process water
1773,modeling environmental
1774,environmental reaction
1775,main molecular
1776,engineering process
1777,water quality
1778,dr flora main molecular modeling environmental reaction
1779,dr flora
1780,flora main
1781,stanford
1782,engineering centerroom
1783,engineering centerroom main streetcolumbia
1784,centerroom main
1785,geotechnical
1786,civil
1787,engineering
1788,formulation involving
1789,constrained mixed
1790,improve productivity
1791,used develop
1792,proposed application
1793,taking discrete
1794,parallel programming
1795,branch reduce
1796,efficient operation
1797,characteristic variety
1798,effort mixed
1799,large scale system
1800,new moving
1801,sc gatzke area process modeling
1802,particulate processing
1803,develop process
1804,process modeling
1805,unknown value
1806,optimization efficient
1807,area particulate
1808,sc gatzke
1809,nonconvex nonseparable
1810,operation chemical
1811,understanding dynamic
1812,optimization problem
1813,scale system
1814,variety controller
1815,value proposed
1816,product variability
1817,reduce method
1818,easily directly
1819,method used
1820,new moving horizon formulation involving unknown value taking discrete value proposed application require online solution constrained mixed integer optimization problem ongoing effort parallel programming effort mixed integer optimization
1821,integer optimization
1822,reduce product
1823,control
1824,including parallel nonconvex nonseparable mixed integer outer approximation parallel nonconvex branch reduce method application area particulate processing
1825,involving unknown
1826,discrete value
1827,mixed integer
1828,outer approximation
1829,require online
1830,value taking
1831,nonconvex branch
1832,nonseparable mixed
1833,gatzke area
1834,acquired instrumentation
1835,parallel nonconvex
1836,solution constrained
1837,programming effort
1838,large scale
1839,variability improve
1840,moving horizon
1841,diagnostic method
1842,developed reduce
1843,area process
1844,process information
1845,effort parallel
1846,information easily
1847,estimation diagnostic
1848,requires fundamental
1849,optimization efficient operation chemical process requires fundamental understanding dynamic nonlinear characteristic variety controller formulation developed reduce product variability improve productivity estimation diagnostic method used develop process information easily directly acquired instrumentation recently
1850,application require
1851,online solution
1852,nonlinear characteristic
1853,including parallel
1854,approximation parallel
1855,directly acquired
1856,application area
1857,productivity estimation
1858,process requires
1859,horizon formulation
1860,integer outer
1861,bio process
1862,room main street columbia
1863,problem ongoing
1864,ongoing effort
1865,formulation developed
1866,controller formulation
1867,method application
1868,chemical process
1869,dynamic nonlinear
1870,instrumentation recently
1871,authored two
1872,associate editor
1873,shanghai
1874,c teach
1875,certificate support
1876,ithaca
1877,management dr
1878,science vanderbilt
1879,lehigh
1880,one development
1881,jia tong
1882,vanderbilt
1883,user privacy
1884,ph information
1885,measurement coke
1886,china article appeared communication acm
1887,computer science vanderbilt
1888,tenn b
1889,public key
1890,coke temperature
1891,pa eng
1892,journal ha authored two patent
1893,gerdes associate
1894,system vanderbilt
1895,database management dr gerdes hold b eng mechanical engineering cornell
1896,eng mechanical
1897,ha authored
1898,appeared communication
1899,decision support system
1900,hold b
1901,gerdes hold
1902,electronic commerce
1903,site development
1904,ohio state
1905,dr gerdes
1906,california riverside
1907,privacy currently
1908,support user
1909,telecommunication system
1910,commerce telecommunication
1911,mechanical engineering
1912,dr john gerdes associate professor department integrated information
1913,web site development
1914,b eng
1915,engineering cornell
1916,associate professor
1917,web site
1918,dr john
1919,vanderbilt ha
1920,journal ha
1921,one dealign measurement coke temperature
1922,one dealign
1923,new public
1924,john gerdes
1925,taught ohio
1926,two patent
1927,database management
1928,cornell
1929,china article
1930,key certificate
1931,development new
1932,communication acm
1933,c teach software development
1934,one development new public key certificate support user privacy currently associate editor electronic commerce telecommunication system
1935,teach software
1936,transaction iie
1937,nashville
1938,tenn
1939,currently associate
1940,editor electronic
1941,bethlehem
1942,ph information system vanderbilt ha taught ohio state
1943,dealign measurement
1944,system analysis
1945,engineering education
1946,higher education
1947,pittsburgh
1948,carolinamississippi state
1949,sc carolinamississippi state
1950,sc carolinamississippi
1951,physic applied
1952,mechanic topic
1953,multi physic
1954,mechanical engineer
1955,dr giurgiutiu
1956,chapter many
1957,active material
1958,giurgiutiu span
1959,book chapter
1960,multi physic applied mechanic topic dr giurgiutiu ha published several book book chapter many journal article conference paper fellow royal aeronautical society raes american society mechanical engineer asme associate editor aeronautical journal raes
1961,royal aeronautical
1962,dr giurgiutiu span active material
1963,smart structure
1964,published several
1965,journal raes
1966,journal article
1967,topic dr
1968,article conference
1969,aeronautical journal
1970,span active
1971,mechatronics
1972,editor aeronautical
1973,applied mechanic
1974,society mechanical
1975,aeronautical society
1976,several book
1977,asme associate
1978,many journal
1979,fellow royal
1980,society raes
1981,giurgiutiu ha
1982,paper fellow
1983,engineer asme
1984,book book
1985,raes american
1986,asthma trigger
1987,essential oil
1988,education along
1989,fundamental key
1990,involved development
1991,new unique
1992,dry ice
1993,technology abatement
1994,allergen bound
1995,trigger produced
1996,elisa assay
1997,fundamental aspect
1998,aspect novel
1999,oil cfd
2000,passion education
2001,effectiveness using
2002,reduce potency
2003,assay wa
2004,investigated present
2005,produced indoor
2006,home effectiveness
2007,protein involved
2008,novel technology
2009,investigating new
2010,educator student
2011,indoor environment
2012,essential oil cfd modeling elisa assay wa investigated present passion education along engineering education investigating new unique way teach undergraduate core fundamental key educator student
2013,modeling elisa
2014,present passion
2015,bound dry
2016,particle home
2017,abatement allergenic
2018,allergenic protein
2019,undergraduate core
2020,approach potentially
2021,dust particle
2022,along engineering
2023,education investigating
2024,way teach
2025,using dry
2026,key educator
2027,environment allergen
2028,fundamental aspect novel technology abatement allergenic protein involved development approach potentially reduce potency asthma trigger produced indoor environment allergen bound dry dust particle home effectiveness using dry ice
2029,potentially reduce
2030,core fundamental
2031,potency asthma
2032,development approach
2033,wa investigated
2034,unique way
2035,cfd modeling
2036,teach undergraduate
2037,dry dust
2038,integrated water
2039,integrated water resource management
2040,resource management
2041,hydroinformatics
2042,immunoengineering
2043,biomaterials
2044,ranging educational
2045,member adjunct
2046,several start
2047,used nuclear
2048,art experience
2049,founder nonprofit
2050,use disorder
2051,development alternative separation process used nuclear fuel
2052,area material
2053,area fuel
2054,corrosion sustainable
2055,laboratory system
2056,process used
2057,liberal art
2058,school chemical
2059,currently co
2060,professor working
2061,profit social
2062,separation process
2063,national laboratory
2064,worked area
2065,engineering localized
2066,supported liberal
2067,serving mentor
2068,mentoring role
2069,fluid solar
2070,diverse background
2071,experienced engineer diverse background ranging educational instruction mentoring role
2072,cell application
2073,battery component
2074,solar energy
2075,temperature heat
2076,energy application
2077,committee member
2078,storage fuel
2079,educational role
2080,based non
2081,social work
2082,experience primarily
2083,extensive experience development environment
2084,participated several
2085,transfer fluid
2086,instruction mentoring
2087,ups community
2088,development environment
2089,community based
2090,high temperature
2091,primarily involves
2092,entrepreneurial start ups community based non profit social work educational role range experience teaching assistant graduate school chemical engineering laboratory
2093,department state
2094,recovery substance
2095,working national
2096,graduate school
2097,laboratory manager
2098,serving laboratory manager instructor chemistry department state supported liberal art experience primarily involves application electrochemical engineering localized corrosion sustainable energy application worked area material compatibility corrosion susceptibility high temperature heat transfer fluid solar energy
2099,currently co founder nonprofit area recovery substance use disorder
2100,experience development
2101,manager instructor
2102,entrepreneurial start
2103,application worked
2104,state supported
2105,range experience
2106,application electrochemical
2107,nonprofit area
2108,non profit
2109,extensive experience
2110,hydrogen storage fuel cell application
2111,experienced engineer
2112,work educational
2113,ups area
2114,co founder
2115,role range
2116,experience teaching
2117,mentor thesis
2118,susceptibility high
2119,component characterization
2120,start ups
2121,teaching assistant
2122,chemistry department
2123,storage technology
2124,development alternative
2125,sustainable energy
2126,educational instruction
2127,material compatibility
2128,adjunct professor
2129,hydrogen storage
2130,compatibility corrosion
2131,engineering laboratory
2132,characterization participated
2133,engineer diverse
2134,electrochemical engineering
2135,serving mentor thesis committee member adjunct professor working national laboratory system
2136,battery component characterization participated several start ups area fuel cell hydrogen storage technology
2137,involves application
2138,cell hydrogen
2139,serving laboratory
2140,thesis committee
2141,instructor chemistry
2142,alternative separation
2143,background ranging
2144,substance use
2145,corrosion susceptibility
2146,area recovery
2147,assistant graduate
2148,chemical engineering
2149,localized corrosion
2150,nanoscale constituent
2151,characterization architected material
2152,data calibration
2153,dr gross
2154,gross center
2155,material includes
2156,mechanical property
2157,especially nanoscale
2158,experimental data
2159,well use
2160,constituent well
2161,center mechanical
2162,architected material
2163,dr gross center mechanical property material includes design
2164,calibration material
2165,field experimental
2166,includes design
2167,material model
2168,especially nanoscale constituent well use full field experimental data calibration material model
2169,property material
2170,use full
2171,fabrication
2172,full field
2173,characterization architected
2174,routing switching
2175,sql developer
2176,experience developer
2177,developer oracle
2178,educator information
2179,operation routing
2180,center assembly
2181,cyber security
2182,ccna ccna
2183,suite office columbia
2184,authorized cybersecurity
2185,network authorized
2186,developer using
2187,educator information technology cisco academy instructor cyber security operation routing switching ccna ccna
2188,analyst
2189,security operation
2190,suite office
2191,version developer
2192,alto network
2193,innovation center assembly street
2194,academy instructor
2195,sc year experience developer
2196,palo alto
2197,various tool
2198,cisco academy
2199,visual studio
2200,tool including
2201,cybersecurity academy
2202,including sql
2203,studio palo
2204,version developer using various tool including sql developer oracle visual studio palo alto network authorized cybersecurity academy instructor
2205,technology cisco
2206,using various
2207,sc year
2208,switching ccna
2209,oracle visual
2210,office columbia
2211,instructor cyber
2212,innovation center
2213,multidisciplinary design
2214,structural multidisciplinary
2215,structural multidisciplinary design
2216,fluid mechanic
2217,thermal management
2218,applied mathematics
2219,held columbia
2220,dr harik textbook manufacturing education featuring traditional emergent manufacturing topic
2221,aerospace conference
2222,chair ace
2223,textbook manufacturing
2224,sigma honor
2225,conducting automated fiber placement education join mechanical engineering master science
2226,ha million
2227,automated manufacturing
2228,design cad
2229,scientist nasa
2230,manufacturing topic
2231,pi tau
2232,industrial mechanical
2233,resident researcher
2234,faculty member department mechanical engineering resident researcher mcnair center aerospace innovation currently visiting scientist nasa langley
2235,computer aided
2236,technical symposium
2237,technology master
2238,award pi
2239,million usd
2240,education featuring
2241,manufacturing computer aided manufacturing cam dr harik associate editor computer aided design application international journal ha million usd funding boeing
2242,mcnair center
2243,master science
2244,fiber placement
2245,funded student
2246,course computer
2247,department commerce
2248,plm international
2249,automated fiber
2250,society dr
2251,dr harik
2252,honor society
2253,researcher mcnair
2254,featuring traditional
2255,cam dr
2256,manufacturing education
2257,manufacturing cam
2258,dassault aviation
2259,conference held
2260,automated manufacturing engineering technology master science industrial mechanical engineering doctor philosophy mainly teach course computer aided design cad
2261,wa chair
2262,nasa
2263,design application
2264,teach course
2265,philosophy mainly
2266,sc department
2267,manufacturing computer
2268,currently visiting
2269,engineering resident
2270,fulbright scholar
2271,member department
2272,aviation funded
2273,international conference
2274,conducting automated
2275,outstanding young
2276,nasa langley
2277,innovation currently
2278,education join
2279,harik textbook
2280,exhibition wa
2281,fokker aerostructures
2282,dassault aviation funded student several agency recipient outstanding young educator award pi tau sigma honor society dr harik chair ace
2283,student several
2284,ace technical
2285,center aerospace
2286,join mechanical
2287,harik chair
2288,ace ace technical symposium aerospace conference exhibition wa chair plm international conference held columbia
2289,science industrial
2290,harik associate
2291,emergent manufacturing
2292,sc department commerce
2293,faculty member
2294,ace ace
2295,traditional emergent
2296,aerospace innovation
2297,young educator
2298,aided design
2299,several agency
2300,engineering master
2301,funding boeing
2302,conference exhibition
2303,educator award
2304,engineering doctor
2305,doctor philosophy
2306,manufacturing engineering
2307,usd funding
2308,visiting scientist
2309,agency recipient
2310,placement education
2311,editor computer
2312,department mechanical
2313,symposium aerospace
2314,recipient outstanding
2315,tau sigma
2316,application international
2317,mainly teach
2318,chair plm
2319,aided manufacturing
2320,biomedical catawba stroom
2321,biomedical catawba
2322,catawba stroom
2323,uncertainty quantification
2324,multiscale modeling
2325,electrocatalysis
2326,computational catalysis
2327,biomass catalysis
2328,health information technology
2329,health informatics
2330,sustainable technology
2331,healthy building
2332,transportation environment
2333,metamodel
2334,material informatics
2335,evolutionary computation
2336,thermal transport
2337,novel energy
2338,energy nanotechnology
2339,transport process
2340,multi scale
2341,advanced thermal
2342,transport novel
2343,dr hu
2344,complex energy
2345,transfer advanced
2346,process full
2347,modeling complex
2348,interfacial heat
2349,list publication
2350,particular low
2351,multi scale multiphysics modeling complex energy transport process full list publication
2352,dr hu modeling simulation micro nano scale thermal transport novel energy system
2353,dimensional material
2354,hu modeling
2355,low dimensional
2356,full list
2357,scale thermal
2358,energy transport
2359,material nanostructures
2360,interfacial heat transfer advanced thermal management
2361,nano scale
2362,micro nano
2363,simulation micro
2364,scale multiphysics
2365,particular low dimensional material nanostructures
2366,distributed system
2367,network protocol
2368,protocol design
2369,network security
2370,network protocol design verification
2371,design verification
2372,electrochemistry
2373,gas membrane
2374,modeling
2375,battery
2376,durability
2377,coating
2378,composite
2379,computer vision
2380,ontology
2381,serviceoriented computing
2382,multiagent system
2383,distributed computing
2384,including order
2385,deep shallow foundation
2386,palmetto highest
2387,rank fellow
2388,flexible pavement
2389,engineering community
2390,geotechnical consultant
2391,rank fellow asce nspe
2392,national engineering
2393,retaining wall
2394,highest honor
2395,public service
2396,employee year
2397,among others
2398,letalier cup
2399,service award
2400,wall present
2401,engineering firm
2402,practice soil
2403,national engineering firm approximately
2404,professional practice soil dynamic
2405,soil stabilization
2406,soil dynamic
2407,humphries service
2408,effect blasting
2409,engineer year
2410,public service award
2411,employee location city recognition dr humphries service engineering community
2412,received numerous
2413,deep shallow
2414,government employee year
2415,award honor
2416,blasting structure
2417,professional practice
2418,senior geotechnical
2419,ha received numerous award honor including order palmetto highest honor
2420,dr humphries
2421,serf senior
2422,lateral earth
2423,asce nspe
2424,government employee
2425,employee location
2426,numerous award
2427,service engineering
2428,honor including
2429,fellow asce
2430,teaching
2431,effect blasting structure
2432,recognition dr
2433,lateral earth pressure
2434,earth pressure
2435,city recognition
2436,consultant terracon
2437,firm approximately
2438,humphries serf
2439,shallow foundation
2440,location city
2441,order palmetto
2442,dr humphries serf senior geotechnical consultant terracon consultant
2443,area
2444,inc
2445,terracon consultant
2446,retaining wall present
2447,freight
2448,logistics
2449,health care
2450,port operation
2451,drayage
2452,numerical experimental modeling
2453,turbidity current
2454,unsteady free
2455,surface flow
2456,sediment transport
2457,mass gravity flow
2458,gravity flow
2459,mass gravity
2460,free surface
2461,unsteady free surface flow
2462,experimental modeling
2463,protein delivery
2464,biomaterials recapitulate
2465,vascular tissue
2466,construct single
2467,engineering yanez
2468,single cell
2469,model intercellular
2470,appropriate response
2471,proliferation differentiation investigation lab revolve around cell sense distinctive type mechanical
2472,using natural
2473,parallel effort
2474,biochemical morphological
2475,intercellular signaling
2476,jabbarzadeh
2477,output associated
2478,pharmaceutical design
2479,modulation inflammatory response implanted biomaterials using natural compound
2480,distinctive type
2481,work complemented
2482,effort construct
2483,response work
2484,design engineering
2485,differentiation tissue
2486,biochemical property
2487,cell sense
2488,development engineering
2489,linked signaling
2490,mechanism associated
2491,implanted biomaterials
2492,sc overarching
2493,sc overarching theme robust design engineering tissue understanding modeling environmental effect stem cell differentiation tissue remodeling development engineering microenvironments based carbon nanotube array finely controllable biophysical biochemical property investigation molecular mechanism associated cell migration
2494,microenvironments based
2495,bone vascular
2496,mathematical model
2497,remodeling development
2498,based carbon
2499,blanchette
2500,tissue remodeling
2501,controllable biophysical
2502,application bone
2503,carbon nanotube
2504,revolve around
2505,environmental effect
2506,recapitulate key
2507,commitment addition
2508,modulation inflammatory
2509,characteristic natural
2510,proliferation differentiation
2511,engineering tissue
2512,associated fate
2513,matrix application
2514,lab revolve
2515,development biomaterials
2516,signaling event
2517,investigation molecular
2518,understanding modeling
2519,current pharmaceutical
2520,biophysical biochemical
2521,sense distinctive
2522,engineering microenvironments
2523,around cell
2524,molecular mechanism
2525,event linked
2526,natural compound
2527,response implanted
2528,morphological cue
2529,complemented parallel
2530,press
2531,investigation lab
2532,actively pursuing
2533,robust design
2534,cue integrate
2535,integrate generate
2536,type mechanical
2537,fate commitment
2538,finely controllable
2539,theme robust
2540,laboratory actively
2541,based mathematical
2542,natural extracellular
2543,laboratory actively pursuing development biomaterials recapitulate key characteristic natural extracellular matrix application bone vascular tissue engineering yanez
2544,array finely
2545,generate appropriate
2546,property investigation
2547,current pharmaceutical design
2548,nanotube array
2549,cell based
2550,biochemical morphological cue integrate generate appropriate response work complemented parallel effort construct single cell based mathematical model intercellular signaling event linked signaling output associated fate commitment addition
2551,cell migration
2552,overarching theme
2553,key characteristic
2554,tissue understanding
2555,associated cell
2556,differentiation investigation
2557,pursuing development
2558,signaling output
2559,cell differentiation
2560,biomaterials using
2561,effect stem
2562,microelectronics ha
2563,jalilvand contribution
2564,heterogeneous integration
2565,lab central
2566,ic assisted
2567,thermo mechanical
2568,uofsc faculty
2569,jalilvand assistant
2570,green paradigm
2571,collaboration department
2572,dr golareh
2573,circuit ic
2574,material interconnection
2575,unique electroplating
2576,field thin
2577,based integration
2578,learning method
2579,mechanical reliability
2580,via tsv
2581,platform prior
2582,recognized several
2583,focused thin
2584,thermo mechanical reliability solder joint
2585,currently working microstructure optimization via unique electroplating technique enhance reliability ic interconnects
2586,microstructure property
2587,faculty course
2588,microelectronics fabrication
2589,new interconnect
2590,worked silicon glass via tsv tgv based integration
2591,wa graduate assistant microelectronics fabrication reliability lab central florida
2592,fabrication reliability
2593,novel material
2594,several national
2595,dr jalilvand
2596,reliability solder
2597,assisted machine
2598,jalilvand microstructure
2599,professor chemical
2600,tgv based
2601,dr golareh jalilvand assistant professor chemical engineering department uofsc received sc
2602,nano electronics
2603,golareh jalilvand
2604,course ph
2605,enhance reliability
2606,uofsc received
2607,microstructure optimization
2608,material science
2609,focused thin film solid oxide fuel cell energy conversion green paradigm
2610,international platform
2611,reliability ic
2612,glass via
2613,graduate assistant
2614,interconnect material
2615,science engineering
2616,method developed
2617,conversion green
2618,cell energy
2619,studied new
2620,engineering uofsc
2621,technique enhance
2622,integration packaging
2623,studied new interconnect material dr jalilvand microstructure property relationship interconnects integrated circuit ic assisted machine learning method developed collaboration department computer science engineering uofsc
2624,department uofsc
2625,via unique
2626,reliability lab
2627,electroplating technique
2628,heterogeneous integration packaging micro nano electronics dr jalilvand contribution field thin film integrated microelectronics ha recognized several national international platform prior microelectronics
2629,ic interconnects
2630,sc ph material science engineering prior joining uofsc faculty course ph
2631,tsv tgv
2632,film solid
2633,ph material
2634,packaging micro
2635,novel material interconnection
2636,assistant professor
2637,film integrated
2638,department computer
2639,assistant microelectronics
2640,thin film
2641,interconnects integrated
2642,optimization via
2643,silicon glass
2644,currently working
2645,worked silicon
2646,working microstructure
2647,solder joint
2648,prior microelectronics
2649,central florida
2650,joining uofsc
2651,integrated microelectronics
2652,electronics dr
2653,integrated circuit
2654,material dr
2655,relationship interconnects
2656,contribution field
2657,ha recognized
2658,national international
2659,wa graduate
2660,developed collaboration
2661,machine learning system
2662,adversarial machine
2663,autonomic computing
2664,learning system
2665,computer system
2666,adversarial machine learning
2667,neema kanapala
2668,various undergraduate
2669,undergraduate course
2670,kanapala teach
2671,neema kanapala teach various undergraduate course
2672,teach various
2673,increase rate
2674,electronic property
2675,vacuum situ
2676,desorption tpd
2677,lower activation
2678,situ catalytic
2679,understanding reaction
2680,photoelectron spectroscopy
2681,programmed desorption
2682,layer solid
2683,composition electronic property outermost atomic layer solid material
2684,study catalyst
2685,synchrotron radiation
2686,electronic change
2687,electron spectroscopy
2688,various heterogeneous
2689,mechanism various
2690,ultra violet photoelectron spectroscopy ups
2691,srpes
2692,activation energy
2693,catalyst necessity
2694,induced auger
2695,ray synchrotron
2696,temperature programmed desorption tpd
2697,system important
2698,important order
2699,study model
2700,achieved creating
2701,auger electron
2702,spectroscopy xaes
2703,atomic layer
2704,radiation photoelectron
2705,goal catalyst
2706,composition electronic
2707,understanding reaction mechanism various heterogeneous catalytic process fundamental importance group main goal catalyst increase rate reaction achieved creating new energetic pathway reaction
2708,pathway reaction
2709,nap xps
2710,interaction catalyst
2711,new intermediate
2712,new energetic
2713,necessity group
2714,use ray
2715,order draw
2716,study model system important order draw safe conclusion important information derived study model catalyst surface undergo structural electronic change reaction use efficient technique ultra high vacuum situ study catalyst necessity group use ray synchrotron radiation photoelectron spectroscopy xps
2717,use efficient
2718,important information
2719,violet photoelectron
2720,determine structure
2721,intermediate lower
2722,spectroscopy ups
2723,safe conclusion
2724,reaction achieved
2725,reactant interaction
2726,information derived
2727,solid material
2728,interaction lead
2729,reaction use
2730,situ study
2731,efficient technique
2732,energy end
2733,ultra violet
2734,technique ultra
