nsf_proposal_links_v0,researcher,team
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Poonam Choudhary,"['Poonam Choudhary', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Pranita P Sarangi,"['Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri', 'Bijan Choudhury']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Pravindra Kumar,"['Pravindra Kumar', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Prince Tiwari,"['Prince Tiwari', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,R. P. Singh,"['R. P. Singh', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Ramasare Prasad,"['Ramasare Prasad', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Ranjana Pathania,"['Ranjana Pathania', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Saugata Hazra,"['Saugata Hazra', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Shailly Tomar,"['Shailly Tomar', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Shri Ram Yadav,"['Shri Ram Yadav', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Soma Rohatgi,"['Soma Rohatgi', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Jitin Singla,"['Jitin Singla', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Rajesh Kumar,"['Rajesh Kumar', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Akhil Upadhyay,"['Akhil Upadhyay', 'Pranita P Sarangi', 'Partha Roy', 'Millie Pant', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Arindam Biswas,"['Arindam Biswas', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Avlokita Agrawal,"['Avlokita Agrawal', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Gaurav Raheja,"['Gaurav Raheja', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Mahua Mukherjee,"['Mahua Mukherjee', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,E Rajasekar,"['E Rajasekar', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Saptarshi Kolay,"['Saptarshi Kolay', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'V Devadas', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri', 'Harsh Chauhan']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Smriti Saraswat,"['Smriti Saraswat', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Sonal Atreya,"['Sonal Atreya', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Tina Pujara,"['Tina Pujara', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Uttam Kumar Roy,"['Uttam Kumar Roy', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,V Devadas,"['V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri', 'Harsh Chauhan']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Jaydev Dabas,"['Jaydev Dabas', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Millie Pant,"['Millie Pant', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Rajan Arora,"['Rajan Arora', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Bijan Choudhury,"['Bijan Choudhury', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Debabrata Sircar,"['Debabrata Sircar', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Deepak Sharma,"['Deepak Sharma', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,P Gopinath,"['P Gopinath', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Harsh Chauhan,"['Harsh Chauhan', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Harsh Chauhan']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Maya S.Nair,"['Maya S.Nair', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,N K Navani,"['N K Navani', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Partha Roy,"['Partha Roy', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Poonam Choudhary,"['Poonam Choudhary', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Pranita P Sarangi,"['Pranita P Sarangi', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Pravindra Kumar,"['Pravindra Kumar', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Prince Tiwari,"['Prince Tiwari', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,R. P. Singh,"['R. P. Singh', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Ramasare Prasad,"['Ramasare Prasad', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Ranjana Pathania,"['Ranjana Pathania', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Sanjoy Ghosh,"['Sanjoy Ghosh', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Saugata Hazra,"['Saugata Hazra', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Shailly Tomar,"['Shailly Tomar', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Shri Ram Yadav,"['Shri Ram Yadav', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Soma Rohatgi,"['Soma Rohatgi', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'V Devadas', 'Shubhajit Sadhukhan', 'Krishna Mohan Poluri', 'Harsh Chauhan']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Jitin Singla,"['Jitin Singla', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Rajesh Kumar,"['Rajesh Kumar', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Akhil Upadhyay,"['Akhil Upadhyay', 'V Devadas', 'Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Krishna Mohan Poluri']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Arindam Biswas,"['Arindam Biswas', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Avlokita Agrawal,"['Avlokita Agrawal', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Gaurav Raheja,"['Gaurav Raheja', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Mahua Mukherjee,"['Mahua Mukherjee', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,E Rajasekar,"['E Rajasekar', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'V Devadas', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'N K Navani']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Saptarshi Kolay,"['Saptarshi Kolay', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Smriti Saraswat,"['Smriti Saraswat', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Sonal Atreya,"['Sonal Atreya', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Tina Pujara,"['Tina Pujara', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Uttam Kumar Roy,"['Uttam Kumar Roy', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,V Devadas,"['V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'N K Navani']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Jaydev Dabas,"['Jaydev Dabas', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Millie Pant,"['Millie Pant', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Rajan Arora,"['Rajan Arora', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Bijan Choudhury,"['Bijan Choudhury', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Debabrata Sircar,"['Debabrata Sircar', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Deepak Sharma,"['Deepak Sharma', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,P Gopinath,"['P Gopinath', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Harsh Chauhan,"['Harsh Chauhan', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Maya S.Nair,"['Maya S.Nair', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,N K Navani,"['N K Navani', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Partha Roy,"['Partha Roy', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Poonam Choudhary,"['Poonam Choudhary', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'N K Navani']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Pranita P Sarangi,"['Pranita P Sarangi', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Pravindra Kumar,"['Pravindra Kumar', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Prabhat Kumar Mandal', 'N K Navani']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Prince Tiwari,"['Prince Tiwari', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,R. P. Singh,"['R. P. Singh', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ramasare Prasad,"['Ramasare Prasad', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ranjana Pathania,"['Ranjana Pathania', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Sanjoy Ghosh,"['Sanjoy Ghosh', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Saugata Hazra,"['Saugata Hazra', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Shailly Tomar,"['Shailly Tomar', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Shri Ram Yadav,"['Shri Ram Yadav', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Soma Rohatgi,"['Soma Rohatgi', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Jitin Singla,"['Jitin Singla', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Rajesh Kumar,"['Rajesh Kumar', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Akhil Upadhyay,"['Akhil Upadhyay', 'V Devadas', 'Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Arindam Biswas,"['Arindam Biswas', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'Partha Roy', 'P Gopinath']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Avlokita Agrawal,"['Avlokita Agrawal', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'Partha Roy', 'P Gopinath']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Gaurav Raheja,"['Gaurav Raheja', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'Partha Roy', 'P Gopinath']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'Partha Roy', 'P Gopinath']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Mahua Mukherjee,"['Mahua Mukherjee', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'Partha Roy', 'P Gopinath']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'Partha Roy', 'P Gopinath']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,E Rajasekar,"['E Rajasekar', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'Partha Roy', 'P Gopinath']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'Partha Roy', 'P Gopinath']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Saptarshi Kolay,"['Saptarshi Kolay', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'Partha Roy', 'P Gopinath']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'Partha Roy', 'P Gopinath']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Smriti Saraswat,"['Smriti Saraswat', 'Pravindra Kumar', 'Prabhat Kumar Mandal', 'Partha Roy', 'P Gopinath']"
