nsf_proposal_links_v0,researcher,team
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Tina Pujara,"['Tina Pujara', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Avlokita Agrawal', 'Mahua Mukherjee', 'Akhil Upadhyay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Saptarshi Kolay', 'Avlokita Agrawal', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Saptarshi Kolay', 'Akhil Upadhyay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'E Rajasekar', 'Rajesh Kumar', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'E Rajasekar', 'Avlokita Agrawal', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Avlokita Agrawal', 'Saptarshi Kolay', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Avlokita Agrawal', 'Mahua Mukherjee', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,V Devadas,"['V Devadas', 'Rajesh Kumar', 'Avlokita Agrawal', 'Mahua Mukherjee', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,V Devadas,"['V Devadas', 'E Rajasekar', 'Saptarshi Kolay', 'Avlokita Agrawal', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,V Devadas,"['V Devadas', 'Smriti Saraswat', 'Avlokita Agrawal', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,V Devadas,"['V Devadas', 'Akhil Upadhyay', 'Rajesh Kumar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,V Devadas,"['V Devadas', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,V Devadas,"['V Devadas', 'Mahua Mukherjee', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,V Devadas,"['V Devadas', 'Mahua Mukherjee', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Jaydev Dabas,"['Jaydev Dabas', 'Rajesh Kumar', 'Saptarshi Kolay', 'Avlokita Agrawal', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Jaydev Dabas,"['Jaydev Dabas', 'Saptarshi Kolay', 'Rajesh Kumar', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Jaydev Dabas,"['Jaydev Dabas', 'E Rajasekar', 'Rajesh Kumar', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Jaydev Dabas,"['Jaydev Dabas', 'Avlokita Agrawal', 'Rajesh Kumar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Jaydev Dabas,"['Jaydev Dabas', 'Akhil Upadhyay', 'Smriti Saraswat', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Jaydev Dabas,"['Jaydev Dabas', 'Akhil Upadhyay', 'Saptarshi Kolay', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Jaydev Dabas,"['Jaydev Dabas', 'Saptarshi Kolay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Millie Pant,"['Millie Pant', 'Rajesh Kumar', 'Smriti Saraswat', 'Akhil Upadhyay', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Millie Pant,"['Millie Pant', 'Rajesh Kumar', 'E Rajasekar', 'Saptarshi Kolay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Millie Pant,"['Millie Pant', 'Rajesh Kumar', 'E Rajasekar', 'Akhil Upadhyay', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Millie Pant,"['Millie Pant', 'Avlokita Agrawal', 'E Rajasekar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Millie Pant,"['Millie Pant', 'Saptarshi Kolay', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Millie Pant,"['Millie Pant', 'Rajesh Kumar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Millie Pant,"['Millie Pant', 'Mahua Mukherjee', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Rajan Arora,"['Rajan Arora', 'Smriti Saraswat', 'Avlokita Agrawal', 'Mahua Mukherjee', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Rajan Arora,"['Rajan Arora', 'Smriti Saraswat', 'Akhil Upadhyay', 'Saptarshi Kolay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Rajan Arora,"['Rajan Arora', 'Saptarshi Kolay', 'Smriti Saraswat', 'Mahua Mukherjee', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Rajan Arora,"['Rajan Arora', 'Mahua Mukherjee', 'Rajesh Kumar', 'Avlokita Agrawal', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Rajan Arora,"['Rajan Arora', 'Saptarshi Kolay', 'Mahua Mukherjee', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Rajan Arora,"['Rajan Arora', 'Smriti Saraswat', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Rajan Arora,"['Rajan Arora', 'Saptarshi Kolay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Mahua Mukherjee', 'Smriti Saraswat', 'Rajesh Kumar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Mahua Mukherjee', 'E Rajasekar', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Avlokita Agrawal', 'E Rajasekar', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'E Rajasekar', 'Smriti Saraswat', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Avlokita Agrawal', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Bijan Choudhury,"['Bijan Choudhury', 'Mahua Mukherjee', 'Avlokita Agrawal', 'Saptarshi Kolay', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Bijan Choudhury,"['Bijan Choudhury', 'E Rajasekar', 'Saptarshi Kolay', 'Rajesh Kumar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Bijan Choudhury,"['Bijan Choudhury', 'E Rajasekar', 'Avlokita Agrawal', 'Mahua Mukherjee', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Bijan Choudhury,"['Bijan Choudhury', 'Avlokita Agrawal', 'Akhil Upadhyay', 'E Rajasekar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Bijan Choudhury,"['Bijan Choudhury', 'E Rajasekar', 'Rajesh Kumar', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Bijan Choudhury,"['Bijan Choudhury', 'E Rajasekar', 'Akhil Upadhyay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Bijan Choudhury,"['Bijan Choudhury', 'Rajesh Kumar', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Debabrata Sircar,"['Debabrata Sircar', 'Rajesh Kumar', 'Smriti Saraswat', 'E Rajasekar', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Debabrata Sircar,"['Debabrata Sircar', 'Akhil Upadhyay', 'Avlokita Agrawal', 'Mahua Mukherjee', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Debabrata Sircar,"['Debabrata Sircar', 'Mahua Mukherjee', 'Akhil Upadhyay', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Debabrata Sircar,"['Debabrata Sircar', 'Smriti Saraswat', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Debabrata Sircar,"['Debabrata Sircar', 'Rajesh Kumar', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Debabrata Sircar,"['Debabrata Sircar', 'Akhil Upadhyay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Debabrata Sircar,"['Debabrata Sircar', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Deepak Sharma,"['Deepak Sharma', 'Smriti Saraswat', 'Saptarshi Kolay', 'Akhil Upadhyay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Deepak Sharma,"['Deepak Sharma', 'Mahua Mukherjee', 'Akhil Upadhyay', 'Smriti Saraswat', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Deepak Sharma,"['Deepak Sharma', 'Saptarshi Kolay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Deepak Sharma,"['Deepak Sharma', 'Mahua Mukherjee', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Deepak Sharma,"['Deepak Sharma', 'Mahua Mukherjee', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Deepak Sharma,"['Deepak Sharma', 'Avlokita Agrawal', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Deepak Sharma,"['Deepak Sharma', 'Akhil Upadhyay', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,P Gopinath,"['P Gopinath', 'Smriti Saraswat', 'Avlokita Agrawal', 'Mahua Mukherjee', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,P Gopinath,"['P Gopinath', 'Rajesh Kumar', 'Akhil Upadhyay', 'Avlokita Agrawal', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,P Gopinath,"['P Gopinath', 'Mahua Mukherjee', 'Saptarshi Kolay', 'Avlokita Agrawal', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,P Gopinath,"['P Gopinath', 'Rajesh Kumar', 'Avlokita Agrawal', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,P Gopinath,"['P Gopinath', 'Akhil Upadhyay', 'Avlokita Agrawal', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,P Gopinath,"['P Gopinath', 'Rajesh Kumar', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,P Gopinath,"['P Gopinath', 'Mahua Mukherjee', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harsh Chauhan,"['Harsh Chauhan', 'Mahua Mukherjee', 'Rajesh Kumar', 'Avlokita Agrawal', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harsh Chauhan,"['Harsh Chauhan', 'Avlokita Agrawal', 'Smriti Saraswat', 'Saptarshi Kolay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harsh Chauhan,"['Harsh Chauhan', 'Avlokita Agrawal', 'Akhil Upadhyay', 'Mahua Mukherjee', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harsh Chauhan,"['Harsh Chauhan', 'Avlokita Agrawal', 'Smriti Saraswat', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harsh Chauhan,"['Harsh Chauhan', 'Akhil Upadhyay', 'Rajesh Kumar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harsh Chauhan,"['Harsh Chauhan', 'Akhil Upadhyay', 'Rajesh Kumar', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harsh Chauhan,"['Harsh Chauhan', 'Smriti Saraswat', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Smriti Saraswat', 'Mahua Mukherjee', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Saptarshi Kolay', 'Mahua Mukherjee', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Rajesh Kumar', 'Saptarshi Kolay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Mahua Mukherjee', 'Akhil Upadhyay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'E Rajasekar', 'Rajesh Kumar', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'E Rajasekar', 'Rajesh Kumar', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Saptarshi Kolay', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Saptarshi Kolay', 'Avlokita Agrawal', 'Rajesh Kumar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Mahua Mukherjee', 'E Rajasekar', 'Rajesh Kumar', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Akhil Upadhyay', 'Avlokita Agrawal', 'Smriti Saraswat', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Rajesh Kumar', 'Saptarshi Kolay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Mahua Mukherjee', 'E Rajasekar', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Avlokita Agrawal', 'Akhil Upadhyay', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Saptarshi Kolay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Maya S.Nair,"['Maya S.Nair', 'Smriti Saraswat', 'Akhil Upadhyay', 'Mahua Mukherjee', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Maya S.Nair,"['Maya S.Nair', 'Avlokita Agrawal', 'Mahua Mukherjee', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Maya S.Nair,"['Maya S.Nair', 'Akhil Upadhyay', 'Saptarshi Kolay', 'Avlokita Agrawal', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Maya S.Nair,"['Maya S.Nair', 'Smriti Saraswat', 'E Rajasekar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Maya S.Nair,"['Maya S.Nair', 'Rajesh Kumar', 'Avlokita Agrawal', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Maya S.Nair,"['Maya S.Nair', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Maya S.Nair,"['Maya S.Nair', 'Rajesh Kumar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,N K Navani,"['N K Navani', 'E Rajasekar', 'Rajesh Kumar', 'Saptarshi Kolay', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,N K Navani,"['N K Navani', 'Avlokita Agrawal', 'Rajesh Kumar', 'Saptarshi Kolay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,N K Navani,"['N K Navani', 'E Rajasekar', 'Mahua Mukherjee', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,N K Navani,"['N K Navani', 'Avlokita Agrawal', 'Rajesh Kumar', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,N K Navani,"['N K Navani', 'Akhil Upadhyay', 'Mahua Mukherjee', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,N K Navani,"['N K Navani', 'Smriti Saraswat', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,N K Navani,"['N K Navani', 'Saptarshi Kolay', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Partha Roy,"['Partha Roy', 'Rajesh Kumar', 'Akhil Upadhyay', 'Saptarshi Kolay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Partha Roy,"['Partha Roy', 'Avlokita Agrawal', 'Rajesh Kumar', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Partha Roy,"['Partha Roy', 'Mahua Mukherjee', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Partha Roy,"['Partha Roy', 'Avlokita Agrawal', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Partha Roy,"['Partha Roy', 'Avlokita Agrawal', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Partha Roy,"['Partha Roy', 'Akhil Upadhyay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Partha Roy,"['Partha Roy', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Poonam Choudhary,"['Poonam Choudhary', 'Smriti Saraswat', 'Rajesh Kumar', 'E Rajasekar', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Poonam Choudhary,"['Poonam Choudhary', 'Akhil Upadhyay', 'Mahua Mukherjee', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Poonam Choudhary,"['Poonam Choudhary', 'Saptarshi Kolay', 'E Rajasekar', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Poonam Choudhary,"['Poonam Choudhary', 'Rajesh Kumar', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Poonam Choudhary,"['Poonam Choudhary', 'Mahua Mukherjee', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Poonam Choudhary,"['Poonam Choudhary', 'Mahua Mukherjee', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Poonam Choudhary,"['Poonam Choudhary', 'E Rajasekar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Smriti Saraswat', 'Rajesh Kumar', 'E Rajasekar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Mahua Mukherjee', 'Avlokita Agrawal', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Avlokita Agrawal', 'Rajesh Kumar', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Akhil Upadhyay', 'E Rajasekar', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'E Rajasekar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Avlokita Agrawal', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Akhil Upadhyay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Pranita P Sarangi,"['Pranita P Sarangi', 'Rajesh Kumar', 'E Rajasekar', 'Akhil Upadhyay', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Pranita P Sarangi,"['Pranita P Sarangi', 'Mahua Mukherjee', 'Avlokita Agrawal', 'Rajesh Kumar', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Pranita P Sarangi,"['Pranita P Sarangi', 'E Rajasekar', 'Rajesh Kumar', 'Smriti Saraswat', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Pranita P Sarangi,"['Pranita P Sarangi', 'Saptarshi Kolay', 'Mahua Mukherjee', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Pranita P Sarangi,"['Pranita P Sarangi', 'Saptarshi Kolay', 'E Rajasekar', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Pranita P Sarangi,"['Pranita P Sarangi', 'Rajesh Kumar', 'Akhil Upadhyay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Pranita P Sarangi,"['Pranita P Sarangi', 'E Rajasekar', 'Rajesh Kumar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Pravindra Kumar,"['Pravindra Kumar', 'Saptarshi Kolay', 'E Rajasekar', 'Mahua Mukherjee', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Pravindra Kumar,"['Pravindra Kumar', 'E Rajasekar', 'Saptarshi Kolay', 'Akhil Upadhyay', 'Rajesh Kumar']"
